#Event,WhiteElo,BlackElo,Ply,Result
20521,2470,2139,57,1-0
20522,2565,2448,93,1-0
20523,2394,2506,91,1/2-1/2
20524,2565,2610,121,1/2-1/2
20525,1823,2074,126,0-1
20526,2322,2547,82,0-1
20527,2259,2012,33,1/2-1/2
20528,2448,2137,95,1-0
20529,2170,2064,115,1-0
20530,2196,1871,97,1-0
20531,2466,2742,120,0-1
20532,1965,2086,100,0-1
20533,2277,2272,98,1/2-1/2
20534,2081,2257,96,1/2-1/2
20535,2004,2160,101,1-0
20536,2534,2325,100,1/2-1/2
20537,2300,2013,97,1-0
20538,2136,2455,66,0-1
20539,2439,2103,47,1-0
20540,1946,2401,52,0-1
20541,2214,2507,66,0-1
20542,2227,2330,72,0-1
20543,2624,2700,72,0-1
20544,2535,2403,74,1/2-1/2
20545,2311,2582,116,0-1
20546,2107,2134,46,1/2-1/2
20547,2496,2499,45,1-0
20548,2506,2708,68,0-1
20549,2276,2471,108,0-1
20550,2328,2123,41,1-0
20551,2589,2470,54,1/2-1/2
20552,2268,2171,169,1-0
20553,1815,2460,48,0-1
20554,2300,2392,58,0-1
20555,2240,2389,120,1/2-1/2
20556,2526,2011,51,1-0
20557,2161,2423,116,1/2-1/2
20558,2378,2406,119,1-0
20559,2480,2286,65,1-0
20560,2477,2437,66,0-1
20561,2451,2554,60,1/2-1/2
20562,2118,2336,76,0-1
20563,2209,2181,80,1/2-1/2
20564,2489,2391,107,1-0
20565,2407,2511,35,1/2-1/2
20566,2312,2488,77,1-0
20567,2115,1946,61,1/2-1/2
20568,2290,2576,38,1/2-1/2
20569,2129,2498,74,0-1
20570,2034,1850,153,1-0
20571,2489,2310,83,1-0
20572,2547,2499,77,1-0
20573,2577,2513,21,1/2-1/2
20574,2315,2482,26,1/2-1/2
20575,2344,1858,232,1/2-1/2
20576,2502,2502,81,1-0
20577,2152,2385,50,0-1
20578,2369,2042,77,1-0
20579,2396,2026,45,1-0
20580,2405,2341,29,1/2-1/2
20581,2414,2072,112,1/2-1/2
20582,1900,2073,141,1-0
20583,1877,1905,61,1-0
20584,1875,2030,116,0-1
20585,1993,2039,64,0-1
20586,1810,1843,96,1-0
20587,2079,2099,138,0-1
20588,2167,2057,57,1/2-1/2
20589,2113,1864,77,1/2-1/2
20590,2742,2720,64,1/2-1/2
20591,2545,2616,47,1/2-1/2
20592,2024,1716,47,1-0
20593,2133,2481,177,1/2-1/2
20594,2102,2237,86,0-1
20595,1964,2203,44,0-1
20596,2529,2438,96,1/2-1/2
20597,2200,2482,148,0-1
20598,2529,2302,155,1-0
20599,2324,2165,80,1/2-1/2
20600,2739,2503,171,1-0
20601,2337,2235,55,1/2-1/2
20602,1844,2101,73,1-0
20603,2148,2371,80,0-1
20604,2522,1757,120,1/2-1/2
20605,2437,2188,127,1-0
20606,2188,2312,58,0-1
20607,2310,2457,55,1-0
20608,1901,1445,65,1-0
20609,1998,2291,68,0-1
20610,2394,2414,133,1-0
20611,2401,2376,73,1-0
20612,2166,2296,69,1/2-1/2
20613,1952,1718,143,1-0
20614,1490,1641,100,0-1
20615,2656,2689,51,1-0
20616,2276,2068,51,1-0
20617,2577,2539,83,1/2-1/2
20618,2209,2212,84,0-1
20619,2176,2264,49,1/2-1/2
20620,2201,2293,48,0-1
20621,2284,2421,91,1-0
20622,2361,2084,73,1-0
20623,1937,2064,72,0-1
20624,2059,2354,54,0-1
20625,2084,2332,60,0-1
20626,2498,2306,49,1-0
20627,2198,2214,65,1-0
20628,1651,1860,61,1/2-1/2
20629,1734,2017,85,1-0
20630,2305,2162,50,0-1
20631,2268,2278,88,0-1
20632,1667,2132,106,1/2-1/2
20633,2196,2322,82,1/2-1/2
20634,2625,2602,63,1/2-1/2
20635,2526,2548,58,0-1
20636,2442,2299,78,1/2-1/2
20637,2245,2415,118,1/2-1/2
20638,2662,2114,81,1-0
20639,2469,2360,85,1-0
20640,2247,1910,73,1/2-1/2
20641,2531,2250,93,1-0
20642,2037,1995,37,1/2-1/2
20643,1704,2364,28,0-1
20644,2137,2111,47,1/2-1/2
20645,2168,2564,35,0-1
20646,2429,2473,69,1-0
20647,2520,2480,100,1/2-1/2
20648,2490,2458,33,1/2-1/2
20649,2413,2270,66,1/2-1/2
20650,2202,2347,54,1/2-1/2
20651,2217,2205,92,0-1
20652,2019,1933,44,0-1
20653,2382,2453,21,1/2-1/2
20654,2432,2252,114,1/2-1/2
20655,2443,2556,59,1/2-1/2
20656,2550,2481,99,1-0
20657,2639,2537,87,1-0
20658,2648,2469,83,1-0
20659,2302,2483,54,0-1
20660,2093,2287,96,0-1
20661,1983,1967,79,1-0
20662,1611,1874,50,1/2-1/2
20663,2181,2121,227,1/2-1/2
20664,2621,2653,19,1/2-1/2
20665,2350,2008,67,1-0
20666,2666,2580,119,1-0
20667,2466,2321,84,0-1
20668,2481,2410,114,0-1
20669,1736,1833,62,0-1
20670,2582,2142,69,1-0
20671,1965,2298,64,0-1
20672,1755,1980,72,1/2-1/2
20673,1873,2093,53,1-0
20674,2435,2300,71,1-0
20675,2076,2252,108,1/2-1/2
20676,2616,2560,73,1/2-1/2
20677,2286,2048,59,1-0
20678,1137,1331,92,1-0
20679,2620,2441,126,1/2-1/2
20680,2141,2249,108,0-1
20681,2582,2489,37,1/2-1/2
20682,2288,1743,45,1-0
20683,2098,2082,79,1/2-1/2
20684,1880,1691,82,1-0
20685,1847,2025,70,0-1
20686,2674,2488,102,0-1
20687,2335,2606,92,0-1
20688,2248,2438,91,1-0
20689,2499,2385,83,1-0
20690,2220,2299,107,1-0
20691,2205,2137,89,1-0
20692,2496,2427,181,1-0
20693,1910,2161,78,0-1
20694,2449,2613,88,0-1
20695,2081,1853,94,0-1
20696,2604,2692,48,1/2-1/2
20697,2257,2250,53,1-0
20698,1908,1711,89,1-0
20699,1774,1546,65,1-0
20700,1905,1618,119,1-0
20701,2282,2300,86,1/2-1/2
20702,1790,2191,58,0-1
20703,1960,1835,69,1/2-1/2
20704,2104,2350,201,1/2-1/2
20705,1887,1828,37,1/2-1/2
20706,2066,2495,96,0-1
20707,2382,2564,75,1-0
20708,2539,2410,39,1-0
20709,1602,1853,141,1/2-1/2
20710,1511,1991,64,0-1
20711,2035,2276,150,0-1
20712,2169,2363,129,1/2-1/2
20713,2381,2634,94,0-1
20714,2466,2316,79,1/2-1/2
20715,2101,1975,49,1-0
20716,1985,2318,140,0-1
20717,2351,2506,13,1/2-1/2
20718,2352,2367,184,1/2-1/2
20719,2258,2385,103,1-0
20720,2213,2487,29,1/2-1/2
20721,2488,2089,65,1-0
20722,2218,2400,96,0-1
20723,2475,2501,49,1-0
20724,1913,1793,48,1-0
20725,2464,2380,87,1/2-1/2
20726,2327,2274,99,1/2-1/2
20727,2002,2429,156,0-1
20728,2456,2335,38,1/2-1/2
20729,2464,2363,87,1/2-1/2
20730,2016,1900,87,1/2-1/2
20731,1884,1778,73,1-0
20732,2236,2162,67,1-0
20733,2112,1920,65,1-0
20734,2231,2089,71,1-0
20735,1821,1907,79,0-1
20736,1783,2041,59,1/2-1/2
20737,2247,2583,86,0-1
20738,1953,1512,61,1-0
20739,2287,2159,63,1-0
20740,2513,2185,95,1-0
20741,2306,2212,102,1/2-1/2
20742,1636,1873,89,1-0
20743,2723,2745,96,0-1
20744,1808,2154,56,0-1
20745,2403,2138,74,1/2-1/2
20746,1988,2060,90,0-1
20747,2243,1847,105,1-0
20748,2023,2043,101,1/2-1/2
20749,2145,2036,80,1/2-1/2
20750,2239,2075,120,0-1
20751,1984,2198,100,1-0
20752,2386,2506,61,1-0
20753,2198,1840,43,1-0
20754,2552,2354,47,1-0
20755,2452,2537,79,1-0
20756,2581,2598,112,1/2-1/2
20757,2454,2412,155,1-0
20758,2101,2546,64,0-1
20759,2556,2533,193,1-0
20760,2174,2032,147,1-0
20761,2379,2116,61,1-0
20762,2691,2570,89,1-0
20763,2401,2196,76,0-1
20764,1664,1909,61,1/2-1/2
20765,2002,2563,66,0-1
20766,2324,2080,70,1-0
20767,1968,2130,119,1-0
20768,2007,2281,114,0-1
20769,2369,2457,120,1/2-1/2
20770,2254,2525,60,0-1
20771,1906,2043,67,1-0
20772,2548,2003,47,1-0
20773,2375,2123,92,0-1
20774,1773,1946,72,0-1
20775,2658,2486,71,1-0
20776,2324,2042,81,1-0
20777,2210,2459,13,0-1
20778,2125,2305,94,0-1
20779,2440,2402,127,1-0
20780,2475,2040,67,1-0
20781,2064,2239,99,1/2-1/2
20782,2663,2654,52,0-1
20783,2166,2322,67,1/2-1/2
20784,2230,2340,113,1-0
20785,2244,2010,71,1-0
20786,2497,2326,83,1-0
20787,2438,2164,75,1-0
20788,2575,2186,63,1-0
20789,2557,2157,67,1-0
20790,2234,2109,109,1-0
20791,2474,2416,130,1/2-1/2
20792,2286,2337,143,1-0
20793,2346,2331,65,1-0
20794,2515,2531,60,0-1
20795,2539,2311,68,1/2-1/2
20796,2170,2082,50,0-1
20797,2256,2458,86,0-1
20798,2262,2233,111,1-0
20799,2167,1895,65,1-0
20800,2262,2258,63,1-0
20801,1970,2054,65,1-0
20802,2339,1885,65,1-0
20803,2487,2167,81,1-0
20804,2240,2045,45,1-0
20805,2205,2374,124,0-1
20806,2221,1844,93,1-0
20807,2179,2417,86,0-1
20808,2113,2225,92,0-1
20809,2505,2224,49,1-0
20810,2416,2358,69,1-0
20811,2254,2459,47,1/2-1/2
20812,2190,2304,87,1/2-1/2
20813,1858,1967,152,0-1
20814,2125,2116,80,1-0
20815,2434,2189,134,1/2-1/2
20816,2586,2544,79,0-1
20817,2351,2321,114,1/2-1/2
20818,2493,2607,109,1/2-1/2
20819,2475,2318,242,1/2-1/2
20820,2200,2363,60,0-1
20821,2053,2260,142,1/2-1/2
20822,2392,2601,112,0-1
20823,2632,2519,82,0-1
20824,2127,2238,124,0-1
20825,2028,2091,67,1-0
20826,2460,1946,39,1-0
20827,1833,2203,88,1/2-1/2
20828,2245,2114,80,0-1
20829,1783,1985,37,1/2-1/2
20830,2648,2619,77,1/2-1/2
20831,2364,2330,71,1-0
20832,2337,2105,67,1-0
20833,2400,2527,223,1/2-1/2
20834,2450,2288,77,1-0
20835,2549,2655,120,1/2-1/2
20836,2250,2342,114,1/2-1/2
20837,2025,2195,78,1/2-1/2
20838,2717,2726,104,1/2-1/2
20839,2312,2261,47,1/2-1/2
20840,2253,2037,81,1-0
20841,2094,2446,107,1-0
20842,2222,2249,34,1/2-1/2
20843,2635,2594,77,1-0
20844,2284,2461,72,0-1
20845,2389,2412,159,1-0
20846,2428,1931,47,1/2-1/2
20847,2132,1948,115,1-0
20848,2418,2368,146,1/2-1/2
20849,2249,1792,77,1-0
20850,2652,2553,126,1/2-1/2
20851,1728,1585,83,1/2-1/2
20852,2094,2081,61,1-0
20853,2039,2132,98,0-1
20854,1926,2463,80,0-1
20855,2153,2287,103,1-0
20856,2039,2435,52,0-1
20857,2242,2307,67,1/2-1/2
20858,2365,2485,146,1/2-1/2
20859,2557,2542,97,1-0
20860,2427,2326,44,1/2-1/2
20861,2210,2144,104,0-1
20862,2178,2366,90,0-1
20863,2413,2176,153,1-0
20864,2635,2679,53,1-0
20865,1818,1916,119,1-0
20866,2390,2171,81,1-0
20867,2561,2402,81,1-0
20868,1531,1763,66,0-1
20869,2445,2104,38,1/2-1/2
20870,2155,1969,58,1/2-1/2
20871,2510,2402,128,1/2-1/2
20872,2540,2258,95,1-0
20873,2387,1942,73,1-0
20874,2414,2131,97,1-0
20875,2282,2380,159,1/2-1/2
20876,2458,2479,35,1/2-1/2
20877,2412,2409,82,1/2-1/2
20878,2487,2387,76,1/2-1/2
20879,2214,2389,25,1/2-1/2
20880,2037,2391,71,1-0
20881,1941,1828,67,1-0
20882,2426,2579,160,0-1
20883,2305,2025,108,1/2-1/2
20884,2002,2433,74,0-1
20885,2554,2389,53,1/2-1/2
20886,2363,2567,66,0-1
20887,2633,2526,81,1-0
20888,2403,1800,99,1-0
20889,2313,2495,80,0-1
20890,2130,2026,119,1-0
20891,2023,1799,69,1-0
20892,2062,2396,54,0-1
20893,2238,2400,84,1/2-1/2
20894,2631,2244,77,1-0
20895,2011,2181,99,1/2-1/2
20896,2315,2063,37,1/2-1/2
20897,2022,1851,48,1-0
20898,2358,2328,59,1/2-1/2
20899,2441,2165,79,1-0
20900,2132,2103,81,1-0
20901,1641,1778,109,1-0
20902,2196,2035,69,1-0
20903,2427,2484,8,0-1
20904,2299,2434,138,1/2-1/2
20905,2023,2423,88,0-1
20906,2121,2342,60,0-1
20907,1943,2123,41,1-0
20908,1964,2171,53,1-0
20909,2119,2166,118,0-1
20910,2460,2486,90,0-1
20911,1921,1985,39,1/2-1/2
20912,2318,2004,105,1-0
20913,1755,1471,125,1-0
20914,2205,1897,42,1-0
20915,2136,2120,64,0-1
20916,2349,2049,64,1/2-1/2
20917,2171,2328,80,0-1
20918,2174,2206,70,0-1
20919,1775,2067,1,1-0
20920,2367,2460,36,0-1
20921,2111,2412,88,1/2-1/2
20922,2015,2231,116,0-1
20923,2664,2144,69,1-0
20924,2112,2129,50,1/2-1/2
20925,2258,2501,126,0-1
20926,2127,2073,54,1/2-1/2
20927,2593,2329,53,1-0
20928,2571,2513,81,1-0
20929,2475,2625,142,0-1
20930,2531,2136,75,1-0
20931,2522,2336,83,1-0
20932,2402,1946,49,1-0
20933,2214,2383,26,1/2-1/2
20934,2428,2423,71,1/2-1/2
20935,2170,2034,91,1/2-1/2
20936,2221,2150,116,1/2-1/2
20937,2470,2595,140,0-1
20938,1498,1531,65,1/2-1/2
20939,2525,2376,53,1-0
20940,2217,2401,92,1/2-1/2
20941,1756,1896,53,1-0
20942,1680,1831,84,0-1
20943,2547,2487,127,1-0
20944,2429,2429,73,1-0
20945,2289,2395,69,1/2-1/2
20946,1730,1875,123,1/2-1/2
20947,2638,2502,73,1-0
20948,2038,2241,60,1/2-1/2
20949,2409,2470,67,1/2-1/2
20950,2572,2568,85,1/2-1/2
20951,2282,2285,76,0-1
20952,1998,1858,71,1-0
20953,2194,2269,103,1-0
20954,1964,2174,77,1-0
20955,2465,2337,41,1-0
20956,2409,2209,81,1-0
20957,1914,1732,76,0-1
20958,2064,2318,64,0-1
20959,2368,2622,39,0-1
20960,2112,2326,71,1-0
20961,2202,2032,69,1-0
20962,2296,2458,76,0-1
20963,2281,2375,83,1/2-1/2
20964,2085,1911,91,1-0
20965,2191,2465,66,0-1
20966,1944,1561,95,1/2-1/2
20967,2442,2389,143,1-0
20968,2298,2390,70,0-1
20969,1841,1829,114,1/2-1/2
20970,2130,2186,143,1-0
20971,2244,1725,69,1-0
20972,2153,1765,131,1-0
20973,2140,1881,97,1-0
20974,1703,1637,81,1-0
20975,2225,2118,55,1/2-1/2
20976,2293,2264,103,0-1
20977,2322,2139,70,1/2-1/2
20978,1642,1511,47,1-0
20979,1851,1723,93,1-0
20980,2399,2460,90,0-1
20981,2497,2186,46,1/2-1/2
20982,2417,2195,31,1/2-1/2
20983,1896,2048,48,0-1
20984,2370,2345,30,1/2-1/2
20985,2766,2748,108,0-1
20986,2016,2087,111,1-0
20987,2371,2384,21,1/2-1/2
20988,2282,2275,20,1/2-1/2
20989,2347,2616,82,0-1
20990,2264,2096,82,0-1
20991,2270,2159,57,1-0
20992,2156,2206,92,1/2-1/2
20993,2511,2410,42,1/2-1/2
20994,2257,2194,67,1-0
20995,2006,2519,66,0-1
20996,2273,2396,78,0-1
20997,2610,2704,31,1/2-1/2
20998,1864,2031,65,1/2-1/2
20999,2300,2140,109,1-0
21000,1431,2167,60,0-1
21001,2246,1915,55,1-0
21002,1961,1658,103,1-0
21003,1994,2228,108,0-1
21004,2211,1777,69,1-0
21005,2451,2369,81,1-0
21006,1679,1795,104,0-1
21007,2204,1955,19,1-0
21008,2345,2198,57,1-0
21009,2466,2556,176,1/2-1/2
21010,2488,2357,63,1/2-1/2
21011,2568,2446,125,1/2-1/2
21012,2177,1921,79,1-0
21013,2002,2365,120,1/2-1/2
21014,2082,2206,144,0-1
21015,2048,2265,36,1/2-1/2
21016,2018,1938,70,1/2-1/2
21017,2153,2402,82,1/2-1/2
21018,2041,2269,75,1/2-1/2
21019,2501,2709,104,0-1
21020,2554,2517,136,1-0
21021,2167,2003,33,1/2-1/2
21022,2668,2149,79,1-0
21023,2127,1940,70,1/2-1/2
21024,2526,2246,81,1-0
21025,2026,2314,58,0-1
21026,1848,1532,49,1-0
21027,2464,2632,100,0-1
21028,1832,2087,82,0-1
21029,1988,2291,123,1/2-1/2
21030,2335,2369,13,1/2-1/2
21031,1878,1730,124,1/2-1/2
21032,1274,1607,106,0-1
21033,1661,1262,128,0-1
21034,2226,1959,117,1/2-1/2
21035,2248,2435,49,1/2-1/2
21036,2504,2452,76,0-1
21037,2223,2233,72,0-1
21038,2433,2400,98,1/2-1/2
21039,2568,1992,67,1-0
21040,2646,2664,89,1/2-1/2
21041,2224,2378,96,0-1
21042,2619,2312,67,1-0
21043,2329,2334,80,0-1
21044,2258,2094,83,1-0
21045,2014,2061,111,1-0
21046,1935,1723,81,1-0
21047,2124,2180,136,0-1
21048,2472,2426,53,1-0
21049,2190,2156,39,1-0
21050,2167,1855,80,0-1
21051,2100,2305,68,0-1
21052,2602,2710,90,1-0
21053,2376,2607,44,1/2-1/2
21054,2310,2459,79,1/2-1/2
21055,2368,1851,67,1-0
21056,2274,2209,82,0-1
21057,1722,2460,84,0-1
21058,2213,1980,69,1-0
21059,2779,2548,73,1-0
21060,2387,1983,69,1-0
21061,2250,2275,87,0-1
21062,2157,2369,110,0-1
21063,2280,2373,63,1-0
21064,2024,2275,129,1/2-1/2
21065,2655,2252,93,1-0
21066,1942,2509,100,0-1
21067,2478,2358,31,1/2-1/2
21068,2138,2182,86,0-1
21069,2340,2310,107,1-0
21070,2236,2002,85,1-0
21071,2507,2571,120,1/2-1/2
21072,1778,2360,48,0-1
21073,2057,1962,128,0-1
21074,2370,2786,50,0-1
21075,1664,1455,160,0-1
21076,2389,2079,75,1-0
21077,2349,2154,137,1-0
21078,2042,2010,20,1/2-1/2
21079,2173,2292,89,1-0
21080,2290,2629,148,0-1
21081,2389,2286,105,1-0
21082,2495,2500,22,1/2-1/2
21083,2511,2377,57,1-0
21084,2206,2125,49,1-0
21085,2460,2446,79,1/2-1/2
21086,2094,2078,120,1/2-1/2
21087,2214,2368,118,1/2-1/2
21088,1887,2120,126,0-1
21089,1679,1966,96,0-1
21090,2314,2462,108,0-1
21091,2282,2448,100,0-1
21092,2028,2058,63,1/2-1/2
21093,2432,2152,143,1-0
21094,2050,1848,53,1-0
21095,2518,2639,58,0-1
21096,1991,2275,79,1-0
21097,2426,2325,91,1-0
21098,2314,1971,106,1/2-1/2
21099,1521,1881,60,0-1
21100,2352,2252,55,1-0
21101,2383,2569,74,1/2-1/2
21102,2479,2240,75,1-0
21103,2401,1941,41,1-0
21104,2336,2235,92,0-1
21105,2524,2589,78,0-1
21106,1949,2050,71,1-0
21107,1982,2185,68,0-1
21108,2753,2864,77,1-0
21109,2531,2447,59,1/2-1/2
21110,2081,1880,63,1-0
21111,2046,1961,192,1/2-1/2
21112,2402,2331,81,1-0
21113,2224,2466,69,1-0
21114,1512,1843,96,0-1
21115,2523,2376,112,1/2-1/2
21116,2658,2680,45,1-0
21117,2129,2014,38,1/2-1/2
21118,2501,2144,78,1/2-1/2
21119,2134,2539,108,0-1
21120,2030,2280,101,1/2-1/2
21121,2723,2632,76,1/2-1/2
21122,2133,1818,63,1-0
21123,2383,2603,264,0-1
21124,2225,2351,103,1-0
21125,2306,2291,83,1-0
21126,2322,2209,114,1-0
21127,2540,2513,19,1/2-1/2
21128,2580,2293,49,1-0
21129,2117,2032,121,1-0
21130,2486,2628,84,0-1
21131,2079,1911,104,1/2-1/2
21132,2517,2285,73,1-0
21133,2408,2145,45,1-0
21134,2436,2477,29,1/2-1/2
21135,2547,2174,97,1-0
21136,2016,2103,79,1/2-1/2
21137,2323,2258,64,1/2-1/2
21138,2347,2591,86,0-1
21139,2327,2367,108,0-1
21140,2164,2398,112,0-1
21141,2174,2371,120,0-1
21142,2022,1811,59,1/2-1/2
21143,2531,2362,108,0-1
21144,2044,1852,28,1/2-1/2
21145,2744,2772,102,1/2-1/2
21146,2155,2558,84,0-1
21147,2178,2347,89,1/2-1/2
21148,2707,2185,83,1-0
21149,2417,2235,77,1-0
21150,2066,2226,84,0-1
21151,2101,1889,57,1-0
21152,2323,1959,155,1-0
21153,1952,2190,64,0-1
21154,1937,1968,94,1/2-1/2
21155,2281,1819,99,1-0
21156,2250,2235,60,1/2-1/2
21157,1931,2210,70,1-0
21158,2262,2199,88,0-1
21159,1583,1932,48,1/2-1/2
21160,2309,2237,66,0-1
21161,2678,2743,50,1/2-1/2
21162,2587,2630,74,1/2-1/2
21163,2172,2251,74,0-1
21164,2532,2698,120,1/2-1/2
21165,2044,2298,107,1/2-1/2
21166,2316,2052,69,1-0
21167,2095,2220,85,1-0
21168,2439,2459,20,1/2-1/2
21169,2098,2414,86,1-0
21170,2184,2363,58,1/2-1/2
21171,2262,2438,62,0-1
21172,2082,2251,124,0-1
21173,1939,1740,95,1-0
21174,2345,2173,75,1-0
21175,2025,2370,106,0-1
21176,2147,1942,57,1-0
21177,2330,2174,66,1-0
21178,2278,2015,82,1/2-1/2
21179,1980,1612,43,1-0
21180,2259,2349,23,1/2-1/2
21181,2069,1916,63,1-0
21182,2578,2359,57,1-0
21183,2599,2614,107,1/2-1/2
21184,2119,2304,96,1/2-1/2
21185,2178,2035,82,1/2-1/2
21186,2349,2055,65,1-0
21187,2089,1672,119,1-0
21188,2259,2195,99,1/2-1/2
21189,2338,2480,56,0-1
21190,1641,2439,88,0-1
21191,1782,1621,79,1-0
21192,2400,2594,62,0-1
21193,2002,2167,76,0-1
21194,2493,2493,44,1/2-1/2
21195,2008,2285,55,1-0
21196,1675,2080,86,0-1
21197,1851,2363,66,0-1
21198,2059,2171,39,1/2-1/2
21199,2038,2399,68,0-1
21200,2394,2257,109,1-0
21201,2650,2542,149,1-0
21202,2312,2099,37,1-0
21203,1706,2060,30,0-1
21204,2217,2507,56,0-1
21205,2328,2517,60,1/2-1/2
21206,2076,2291,86,0-1
21207,2354,2576,94,0-1
21208,2446,2503,39,1/2-1/2
21209,2136,2177,72,1/2-1/2
21210,2520,2518,27,1/2-1/2
21211,2079,1791,42,1-0
21212,1923,2133,171,1-0
21213,1952,2085,82,0-1
21214,2174,2194,164,1/2-1/2
21215,2260,2072,67,1/2-1/2
21216,1863,1987,94,0-1
21217,2210,2083,57,1-0
21218,1791,2251,101,1/2-1/2
21219,2108,2301,60,0-1
21220,2104,2197,110,1/2-1/2
21221,2551,2414,59,1-0
21222,2560,2572,18,1/2-1/2
21223,2319,2280,41,1-0
21224,2071,2582,88,0-1
21225,2530,2333,71,1-0
21226,2341,2491,62,1/2-1/2
21227,2500,2402,87,1/2-1/2
21228,2520,2573,81,1-0
21229,2552,2206,47,1-0
21230,2200,1990,121,1-0
21231,2260,1739,49,1-0
21232,2140,2374,92,1/2-1/2
21233,2583,2281,87,1-0
21234,2029,2351,71,1/2-1/2
21235,1796,2446,68,0-1
21236,2650,2723,72,0-1
21237,2233,2039,96,0-1
21238,2119,2533,47,0-1
21239,1908,2148,172,0-1
21240,2357,2307,66,1/2-1/2
21241,2115,2277,118,0-1
21242,2312,2194,91,0-1
21243,2226,2055,63,1-0
21244,2322,2149,23,1/2-1/2
21245,2528,2358,41,1/2-1/2
21246,1985,2213,34,0-1
21247,2204,2315,86,0-1
21248,2158,1912,37,1-0
21249,2274,2460,90,0-1
21250,2525,2570,79,1-0
21251,2009,2552,77,1/2-1/2
21252,2232,2406,84,1/2-1/2
21253,2274,2382,43,1/2-1/2
21254,2155,2370,38,1/2-1/2
21255,1917,2308,110,0-1
21256,2604,2268,109,1-0
21257,2212,1901,81,1-0
21258,2353,2323,118,0-1
21259,2353,2251,129,1-0
21260,2321,2019,79,1-0
21261,2493,2556,72,1/2-1/2
21262,2121,2559,92,0-1
21263,2078,2019,43,1/2-1/2
21264,2286,2252,81,1-0
21265,2009,2257,100,0-1
21266,1981,2325,116,0-1
21267,2354,2581,47,1/2-1/2
21268,2413,2170,63,1/2-1/2
21269,2052,2150,75,1-0
21270,1893,1528,68,1/2-1/2
21271,2310,2161,147,1-0
21272,2215,1985,93,1-0
21273,2030,2115,120,0-1
21274,2386,2598,124,0-1
21275,2199,2390,22,1/2-1/2
21276,2698,2296,78,1-0
21277,1992,2210,36,0-1
21278,2199,2009,95,1/2-1/2
21279,2325,2557,126,0-1
21280,2199,2405,51,1/2-1/2
21281,2261,1841,63,1-0
21282,2428,2403,67,1-0
21283,2063,2024,81,1-0
21284,2064,1885,115,1-0
21285,2072,1903,97,1-0
21286,1780,1933,44,1/2-1/2
21287,2483,2246,56,1-0
21288,2567,2483,67,1-0
21289,2338,2410,77,1/2-1/2
21290,2316,2628,112,0-1
21291,2522,2481,114,0-1
21292,2650,2621,126,0-1
21293,2716,2564,76,0-1
21294,2484,2110,67,1-0
21295,1787,1902,92,0-1
21296,2357,2634,78,0-1
21297,1991,2066,70,0-1
21298,2575,2352,107,1/2-1/2
21299,2222,2056,97,1/2-1/2
21300,2568,2461,75,1-0
21301,1851,2245,80,0-1
21302,2640,2474,56,1/2-1/2
21303,2401,2220,39,1-0
21304,2478,2341,65,1-0
21305,2049,1782,35,1-0
21306,2398,2435,65,1-0
21307,2392,2011,53,1-0
21308,2063,1773,78,1/2-1/2
21309,2272,2478,50,0-1
21310,2119,1982,101,1-0
21311,2792,2771,129,1/2-1/2
21312,2786,2775,71,1/2-1/2
21313,2276,2369,78,0-1
21314,2262,2434,66,0-1
21315,2243,2065,114,0-1
21316,1862,2044,62,0-1
21317,2518,2228,91,1-0
21318,1913,2291,136,0-1
21319,2214,2492,83,0-1
21320,2652,2643,164,1/2-1/2
21321,2312,2074,67,1-0
21322,2171,2419,132,0-1
21323,1947,2448,48,0-1
21324,1677,1411,71,1-0
21325,2389,2050,116,1/2-1/2
21326,2425,2429,11,1/2-1/2
21327,2079,2380,71,0-1
21328,2204,2442,43,1/2-1/2
21329,2018,1913,83,1-0
21330,2663,2837,128,0-1
21331,2460,2453,119,1/2-1/2
21332,2596,2497,99,1-0
21333,2096,2337,76,0-1
21334,2495,2430,139,1-0
21335,1985,2264,72,0-1
21336,2712,2661,55,1-0
21337,2052,2045,80,0-1
21338,2229,2096,127,1/2-1/2
21339,2383,2277,103,1-0
21340,2307,2016,139,1-0
21341,2210,2338,93,0-1
21342,2337,2355,103,1-0
21343,2228,2539,73,1/2-1/2
21344,2100,2381,78,0-1
21345,2299,2201,175,1-0
21346,2367,2037,77,1-0
21347,2287,2431,58,0-1
21348,2181,2154,71,1-0
21349,2564,2027,63,1-0
21350,2203,2295,114,0-1
21351,1735,2447,55,0-1
21352,1768,1966,117,1-0
21353,2190,2271,32,1/2-1/2
21354,2509,2432,139,1-0
21355,2054,2268,102,0-1
21356,2551,2172,127,1-0
21357,1654,1638,111,1-0
21358,2356,2231,67,1-0
21359,2001,2027,28,1/2-1/2
21360,2417,2207,63,1-0
21361,2530,2206,123,1-0
21362,2606,2723,75,0-1
21363,2060,1749,53,1-0
21364,2164,2279,121,1-0
21365,1887,1733,61,1-0
21366,2596,2502,12,1/2-1/2
21367,2425,2370,63,1/2-1/2
21368,2332,2174,24,1/2-1/2
21369,2089,1864,79,1-0
21370,2402,2214,59,1-0
21371,2240,2427,91,1-0
21372,2520,2655,92,0-1
21373,2345,2231,68,0-1
21374,2100,2268,10,1/2-1/2
21375,2328,2452,73,1-0
21376,2472,2358,53,1/2-1/2
21377,2347,2102,53,1/2-1/2
21378,2128,2217,41,1-0
21379,2500,2501,138,1/2-1/2
