Count,Simple Fen
273,rn1q1rk1/pb1pbppp/1p2pn2/8/2PQ4/2N2NP1/PP2PPBP/R1B2RK1 w - -
183,rn1q1rk1/pb1pbppp/1p2pn2/8/2PQ4/2N2NP1/PP2PPBP/R1BR2K1 b - -
134,rn1q1rk1/pb1pbppp/1p2pn2/8/3P4/1P1B1N2/PBPN1PPP/R2Q1RK1 b - -
244,rn1q1rk1/pb1pbppp/1p2pn2/8/Q1P5/2N2NP1/PP2PPBP/R1B2RK1 w - -
150,rn1q1rk1/pb1pbppp/1p2pn2/8/Q1P5/2N2NP1/PP2PPBP/R1BR2K1 b - -
116,rn1q1rk1/pb1pbppp/1p3n2/2pP4/8/2NBPN2/PP3PPP/R1BQ1RK1 b - -
117,rn1q1rk1/pb1pbppp/1p3n2/2pp4/2P4N/6P1/PP2PPBP/RNBQR1K1 b - -
117,rn1q1rk1/pb1pbppp/1p3n2/2pp4/2P5/2NBPN2/PP3PPP/R1BQ1RK1 w - -
119,rn1q1rk1/pb1pbppp/1p3n2/2pp4/2P5/5NP1/PP2PPBP/RNBQR1K1 w - -
271,rn1q1rk1/pb1pbppp/1pp2n2/3P4/7N/6P1/PP2PPBP/RNBQ1RK1 b - -
274,rn1q1rk1/pb1pbppp/1pp2n2/3p4/2P4N/6P1/PP2PPBP/RNBQ1RK1 w - -
253,rn1q1rk1/pb1pbppp/1pp5/3n1N2/8/6P1/PP2PPBP/RNBQ1RK1 b - -
254,rn1q1rk1/pb1pbppp/1pp5/3n4/7N/6P1/PP2PPBP/RNBQ1RK1 w - -
289,rn1q1rk1/pb1pbppp/4pn2/2p5/Q1P5/2N2NP1/PP2PPBP/R1B2RK1 w - -
221,rn1q1rk1/pb1pbppp/4pn2/2p5/Q1P5/2N2NP1/PP2PPBP/R1BR2K1 b - -
467,rn1q1rk1/pb1pppbp/1p3np1/2p5/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 w - -
322,rn1q1rk1/pb1pppbp/1p3np1/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 b - -
103,rn1q1rk1/pb1pppbp/1p3np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 w - -
102,rn1q1rk1/pb1pppbp/1p3np1/2p5/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1 b - -
140,rn1q1rk1/pb1pppbp/1p3np1/8/2P4Q/2N2NP1/PP2PPBP/R1B2RK1 b - -
156,rn1q1rk1/pb1pppbp/1p3np1/8/2PQ4/2N2NP1/PP2PPBP/R1B2RK1 w - -
117,rn1q1rk1/pb2bppp/1p1p1n2/2pP4/4P3/2NB1N2/PP3PPP/R1BQ1RK1 b - -
115,rn1q1rk1/pb2bppp/1p1p1n2/2pP4/8/2NBPN2/PP3PPP/R1BQ1RK1 w - -
359,rn1q1rk1/pb2bppp/1p1ppn2/2p5/2P1P3/2N2NP1/PP1P1PBP/R1BQR1K1 w - -
185,rn1q1rk1/pb2bppp/1p1ppn2/2p5/2P5/1PN1PNP1/PB1P1PBP/R2Q1RK1 b - -
307,rn1q1rk1/pb2bppp/1p1ppn2/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 w - -
141,rn1q1rk1/pb2bppp/1p1ppn2/2p5/2PP4/1PN2NP1/PB2PPBP/R2Q1RK1 b - -
359,rn1q1rk1/pb2bppp/1p1ppn2/2p5/2PPP3/2N2NP1/PP3PBP/R1BQR1K1 b - -
151,rn1q1rk1/pb2bppp/1p1ppn2/2p5/3P4/1P1BPN2/PBPN1PPP/R2Q1RK1 w - -
215,rn1q1rk1/pb2bppp/1p1ppn2/8/2PNP3/2N1BP2/PP2B1PP/R2Q1RK1 b - -
144,rn1q1rk1/pb2bppp/1p1ppn2/8/2PNP3/2N1BP2/PP2B1PP/R2QK2R w KQ -
328,rn1q1rk1/pb2bppp/1p1ppn2/8/2PNP3/2N3P1/PP3PBP/R1BQR1K1 b - -
112,rn1q1rk1/pb2bppp/1p1ppn2/8/2PQ4/1PN2NP1/P3PPBP/R1B2RK1 w - -
119,rn1q1rk1/pb2bppp/1p1ppn2/8/2PQ4/1PN2NP1/PB2PPBP/R4RK1 b - -
109,rn1q1rk1/pb2bppp/1p1ppn2/8/2Pp4/1PN2NP1/PB2PPBP/R2Q1RK1 w - -
330,rn1q1rk1/pb2bppp/1p1ppn2/8/2PpP3/2N2NP1/PP3PBP/R1BQR1K1 w - -
356,rn1q1rk1/pb2bppp/1p2p3/2p5/3PP3/P1PB1N2/2Q2PPP/R1B1K2R w KQ -
326,rn1q1rk1/pb2bppp/1p2p3/2p5/3PP3/P1PB1N2/2Q2PPP/R1B2RK1 b - -
169,rn1q1rk1/pb2bppp/1p2p3/3nN3/3P4/2NB4/PP3PPP/R1BQ1RK1 w - -
164,rn1q1rk1/pb2bppp/1p2pn2/2p5/2P5/2N1PNP1/PB1P1PBP/R2Q1RK1 b - -
148,rn1q1rk1/pb2bppp/1p2pn2/2p5/2p5/1PN1PNP1/PB1P1PBP/R2Q1RK1 w - -
136,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2P5/1P1P1NP1/PB2PPBP/RN1Q1RK1 w - -
435,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2P5/1P2PNP1/PB1P1PBP/RN1Q1RK1 w - -
145,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2P5/1P2PNP1/PB1PQPBP/RN3RK1 b - -
359,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2P5/1PN1PNP1/PB1P1PBP/R2Q1RK1 b - -
169,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 w - -
131,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2PP4/1PNBPN2/P4PPP/R1BQ1RK1 w - -
143,rn1q1rk1/pb2bppp/1p2pn2/2pp4/2PP4/1PNBPN2/PB3PPP/R2Q1RK1 b - -
115,rn1q1rk1/pb2bppp/1p2pn2/2pp4/3P4/1P1BPN2/PBPN1PPP/R2Q1RK1 w - -
113,rn1q1rk1/pb2bppp/1p2pn2/2ppN3/3P4/1P1BP3/PBPN1PPP/R2Q1RK1 b - -
138,rn1q1rk1/pb2bppp/1p3n2/2pp4/3P1B2/2N2NP1/PP2PPBP/R2QR1K1 b - -
190,rn1q1rk1/pb2bppp/1p3n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQR1K1 w - -
100,rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PP1B2/2N2NP1/PP2PPBP/R2Q1RK1 w - -
168,rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PP1B2/5NP1/PPQ1PPBP/RN1R2K1 b - -
153,rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PP1B2/5NP1/PPQ1PPBP/RN3RK1 w - -
224,rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PP4/5NP1/PPQNPPBP/R1B2RK1 w - -
154,rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PPP3/5NP1/PPQN1PBP/R1B2RK1 b - -
136,rn1q1rk1/pb2bppp/1pp1pn2/3pN3/2PP4/2N3P1/PP2PPBP/R1BQ1RK1 w - -
122,rn1q1rk1/pb2ppbp/1p1p1np1/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 w - -
250,rn1q1rk1/pb2ppbp/1p1p1np1/2p5/3P1B2/2P1PN1P/PP1NBPP1/R2Q1RK1 b - -
201,rn1q1rk1/pb2ppbp/1p1p1np1/2p5/3P1B2/2P1PN1P/PP2BPP1/RN1Q1RK1 w - -
112,rn1q1rk1/pb2ppbp/1p1p1np1/8/2P4Q/2N2NP1/PP2PPBP/R1B2RK1 w - -
415,rn1q1rk1/pb2ppbp/1p4p1/2p5/3PP3/2P2N2/P3BPPP/1RBQ1RK1 w - -
302,rn1q1rk1/pb2ppbp/1p4p1/2p5/3PP3/2PQ1N2/P3BPPP/1RB2RK1 b - -
103,rn1q1rk1/pb3pbp/1p2p1p1/2p5/3PP3/2PQ1N2/P3BPPP/1RB2RK1 w - -
164,rn1q1rk1/pb3pp1/1pp2b1p/3p4/1P1P4/2N1PN2/P3BPPP/R2Q1RK1 b - -
185,rn1q1rk1/pb3pp1/1pp2b1p/3p4/1P1P4/2N1PN2/P3BPPP/R2QK2R w KQ -
147,rn1q1rk1/pb3ppp/1p2pn2/4N1B1/1bBP4/2N5/PP3PPP/R2Q1RK1 b - -
135,rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP2QPPP/R4RK1 b - -
152,rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP3PPP/2RQ1RK1 b - -
542,rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP3PPP/R2Q1RK1 w - -
128,rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP3PPP/R2QR1K1 b - -
137,rn1q1rk1/pb3ppp/1p2pn2/8/1bBP4/2N2N2/PP2QPPP/R1B2RK1 w - -
146,rn1q1rk1/pb3ppp/1pp2b2/3p4/Q2P4/P1N2NP1/1P2PP1P/R3KB1R w KQ -
130,rn1q1rk1/pb3ppp/1pp2b2/3p4/Q2P4/P1N2NP1/1P2PPBP/R3K2R b KQ -
125,rn1q1rk1/pbn1bppp/1pp5/3p1N2/4P3/2N3P1/PP3PBP/R1BQ1RK1 b - -
128,rn1q1rk1/pbn1bppp/1pp5/3p1N2/4P3/6P1/PP3PBP/RNBQ1RK1 w - -
141,rn1q1rk1/pbnpbppp/1pp5/5N2/4P3/6P1/PP3PBP/RNBQ1RK1 b - -
190,rn1q1rk1/pbnpbppp/1pp5/5N2/8/6P1/PP2PPBP/RNBQ1RK1 w - -
389,rn1q1rk1/pbp1bpp1/1p2pB1p/3p4/2PP4/2N1PN2/PP2BPPP/R2QK2R b KQ -
180,rn1q1rk1/pbp1bpp1/1p2pB1p/3p4/2PP4/2N1PN2/PP3PPP/2RQKB1R b K -
112,rn1q1rk1/pbp1bpp1/1p2pn1p/3P4/3P3B/2N1PN2/PP3PPP/2RQKB1R b K -
465,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PP2BPPP/R2QK2R w KQ -
406,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PP3PPP/2RQKB1R w K -
115,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PPQ2PPP/R3KB1R w KQ -
597,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP3B/2NBPN2/PP3PPP/R2Q1RK1 b - -
666,rn1q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP3B/2NBPN2/PP3PPP/R2QK2R w KQ -
131,rn1q1rk1/pbp1bpp1/1p2pn1p/8/2BP3B/2N1PN2/PP3PPP/R2Q1RK1 b - -
115,rn1q1rk1/pbp1bpp1/1p2pn1p/8/2BP3B/2N1PN2/PP3PPP/R2QK2R w KQ -
109,rn1q1rk1/pbp1bpp1/1p3n1p/3p4/3P3B/2NBPN2/PP3PPP/R2Q1RK1 b - -
133,rn1q1rk1/pbp1bpp1/1p3n1p/3p4/3P3B/2NBPN2/PP3PPP/R2QK2R w KQ -
110,rn1q1rk1/pbp1bppp/1p1pp3/8/2PP4/2Q2NP1/PP2PPBP/R1B2RK1 w - -
118,rn1q1rk1/pbp1bppp/1p1ppn2/3P4/2P1P3/P1N2N2/1P3PPP/R1BQKB1R w KQ -
194,rn1q1rk1/pbp1bppp/1p1ppn2/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -
135,rn1q1rk1/pbp1bppp/1p1ppn2/8/2PP4/2N2NP1/PPQ1PPBP/R1B2RK1 b - -
106,rn1q1rk1/pbp1bppp/1p2p3/3n4/8/2N2NP1/PP1PPPBP/R1BQR1K1 w - -
376,rn1q1rk1/pbp1bppp/1p2p3/8/3PP3/P1P2N2/2Q2PPP/R1B1KB1R w KQ -
364,rn1q1rk1/pbp1bppp/1p2p3/8/3PP3/P1PB1N2/2Q2PPP/R1B1K2R b KQ -
237,rn1q1rk1/pbp1bppp/1p2pn2/3P4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b - -
204,rn1q1rk1/pbp1bppp/1p2pn2/3P4/3P4/2NBPN2/PP3PPP/R1BQ1RK1 b - -
195,rn1q1rk1/pbp1bppp/1p2pn2/3P4/3P4/5NP1/PP2PPBP/RNBQR1K1 b - -
363,rn1q1rk1/pbp1bppp/1p2pn2/3P4/8/2N2NP1/PP1PPPBP/R1BQR1K1 b - -
100,rn1q1rk1/pbp1bppp/1p2pn2/3p2B1/2PP4/2NBPN2/PP3PPP/R2QK2R w KQ -
194,rn1q1rk1/pbp1bppp/1p2pn2/3p2B1/2PP4/P1N1PN2/1P3PPP/R2QKB1R w KQ -
152,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2P5/1P1P1NP1/PB2PPBP/RN1Q1RK1 b - -
103,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2P5/1P2PN2/PB1PBPPP/RN1Q1RK1 w - -
561,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2P5/1P2PNP1/PB1P1PBP/RN1Q1RK1 b - -
920,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 w - -
383,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2P5/2N2NP1/PP1PPPBP/R1BQR1K1 w - -
110,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/1P1BPN2/P4PPP/RNBQ1RK1 w - -
153,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/1P1BPN2/PB3PPP/RN1Q1RK1 b - -
120,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 w - -
120,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1 b - -
269,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/1PNBPN2/P4PPP/R1BQ1RK1 b - -
722,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -
555,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
207,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQR1K1 w - -
116,rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/P2BPN2/1P1N1PPP/R1BQ1RK1 w - -
117,rn1q1rk1/pbp1bppp/1p2pn2/3p4/3P4/1P1BPN2/PBPN1PPP/R2Q1RK1 b - -
520,rn1q1rk1/pbp1bppp/1p2pn2/3pN3/2PP4/2N3P1/PP2PPBP/R1BQ1RK1 b - -
130,rn1q1rk1/pbp1bppp/1p2pn2/3pN3/2PP4/6P1/PP2PPBP/RNBQ1RK1 w - -
233,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P1B2/2N2NP1/PP2PPBP/R2Q1RK1 b - -
163,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P4/1PN2NP1/P2BPPBP/R2Q1RK1 w - -
169,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P4/1PNBPN2/P4PPP/R1BQ1RK1 b - -
418,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -
441,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P4/2N2NP1/PP2PPBP/R1BQR1K1 b - -
233,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
193,rn1q1rk1/pbp1bppp/1p3n2/3p4/3P4/5NP1/PP2PPBP/RNBQR1K1 w - -
257,rn1q1rk1/pbp1bppp/1p3n2/3p4/8/2N2NP1/PP1PPPBP/R1BQR1K1 w - -
123,rn1q1rk1/pbp1bppp/1p3n2/3pN3/3P4/2N3P1/PP2PPBP/R1BQ1RK1 b - -
166,rn1q1rk1/pbp1ppbp/1p1p1np1/8/3P1B2/4PN1P/PPP1BPP1/RN1Q1RK1 w - -
387,rn1q1rk1/pbp2pp1/1p2pb1p/3P4/3P4/2N1PN2/PP2BPPP/R2QK2R b KQ -
180,rn1q1rk1/pbp2pp1/1p2pb1p/3P4/3P4/2N1PN2/PP3PPP/2RQKB1R b K -
388,rn1q1rk1/pbp2pp1/1p2pb1p/3p4/2PP4/2N1PN2/PP2BPPP/R2QK2R w KQ -
181,rn1q1rk1/pbp2pp1/1p2pb1p/3p4/2PP4/2N1PN2/PP3PPP/2RQKB1R w K -
343,rn1q1rk1/pbp2pp1/1p2pn1p/3p4/2PP3B/P1Q1PP2/1P4PP/R3KBNR b KQ -
360,rn1q1rk1/pbp2pp1/1p2pn1p/3p4/2PP3B/P1Q2P2/1P2P1PP/R3KBNR w KQ -
264,rn1q1rk1/pbp2pp1/1p3b1p/3p4/1P1P4/2N1PN2/P3BPPP/R2QK2R b KQ -
113,rn1q1rk1/pbp2pp1/1p3b1p/3p4/3P4/2N1PN2/PP2BPPP/R2Q1RK1 b - -
399,rn1q1rk1/pbp2pp1/1p3b1p/3p4/3P4/2N1PN2/PP2BPPP/R2QK2R w KQ -
184,rn1q1rk1/pbp2pp1/1p3b1p/3p4/3P4/2N1PN2/PP3PPP/2RQKB1R w K -
156,rn1q1rk1/pbp2ppp/1p1b1n2/3p4/1P1P4/P1NBPN2/5PPP/R1BQ1RK1 b - -
171,rn1q1rk1/pbp2ppp/1p1b1n2/3p4/3P4/P1NBPN2/1P3PPP/R1BQ1RK1 w - -
139,rn1q1rk1/pbp2ppp/1p1bpn2/3p4/2PP4/1P1BPN2/PB3PPP/RN1Q1RK1 b - -
141,rn1q1rk1/pbp2ppp/1p1bpn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
133,rn1q1rk1/pbp2ppp/1p1bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1 w - -
401,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q1P3/1P2NPPP/R3KB1R b KQ -
660,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q1P3/1P3PPP/R3KBNR w KQ -
116,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q1PN2/1P3PPP/R3KB1R b KQ -
237,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q1PP2/1P4PP/R3KBNR b KQ -
217,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q2N2/1P2PPPP/R3KB1R w KQ -
123,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q2P2/1P2P1PP/R3KBNR w KQ -
140,rn1q1rk1/pbp2ppp/1p1ppn2/6B1/2PP4/P1Q5/1P1NPPPP/R3KB1R b KQ -
109,rn1q1rk1/pbp2ppp/1p1ppn2/8/2P5/P1Q1PN2/1P1PBPPP/R1B1K2R w KQ -
152,rn1q1rk1/pbp2ppp/1p1ppn2/8/2PP4/P1Q1PN2/1P2BPPP/R1B1K2R b KQ -
199,rn1q1rk1/pbp2ppp/1p1ppn2/8/2PP4/P1Q1PN2/1P3PPP/R1B1KB1R w KQ -
221,rn1q1rk1/pbp2ppp/1p1ppn2/8/2PP4/P3PN2/1P1QBPPP/R1B1K2R w KQ -
169,rn1q1rk1/pbp2ppp/1p1ppn2/8/2PP4/P3PN2/1P1QBPPP/R1B2RK1 b - -
281,rn1q1rk1/pbp2ppp/1p2pn2/3P4/1b1P4/2NBPN2/PP3PPP/R1BQ1RK1 b - -
140,rn1q1rk1/pbp2ppp/1p2pn2/3p2B1/2PP4/P1Q1PP2/1P4PP/R3KBNR b KQ -
147,rn1q1rk1/pbp2ppp/1p2pn2/3p2B1/2PP4/P1Q2P2/1P2P1PP/R3KBNR w KQ -
471,rn1q1rk1/pbp2ppp/1p2pn2/3p4/1bPP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
187,rn1q1rk1/pbp2ppp/1p2pn2/3p4/1bPP4/3BPN2/PP1N1PPP/R1BQ1RK1 w - -
215,rn1q1rk1/pbp2ppp/1p2pn2/3p4/1bPP4/5NP1/PP1NPPBP/R1BQ1RK1 w - -
133,rn1q1rk1/pbp2ppp/1p2pn2/3p4/1bPP4/P1NBPN2/1P3PPP/R1BQ1RK1 b - -
127,rn1q1rk1/pbp2ppp/1p2pn2/3p4/1bPP4/P2BPN2/1P1N1PPP/R1BQ1RK1 b - -
293,rn1q1rk1/pbp2ppp/1p3n2/3p4/1b1P4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
146,rn1q1rk1/pbp2ppp/1p3n2/3p4/1b1P4/P1NBPN2/1P3PPP/R1BQ1RK1 b - -
392,rn1q1rk1/pbpp1pp1/1p2pn1p/6B1/2PP4/P1Q2P2/1P2P1PP/R3KBNR w KQ -
415,rn1q1rk1/pbpp1pp1/1p2pn1p/8/2PP3B/P1Q2P2/1P2P1PP/R3KBNR b KQ -
103,rn1q1rk1/pbpp1ppp/1p2p3/8/2PPn3/2PBPN2/P4PPP/R1BQ1RK1 w - -
148,rn1q1rk1/pbpp1ppp/1p2pb2/8/2PPn3/2N2NP1/PP1BPPBP/2RQ1RK1 b - -
235,rn1q1rk1/pbpp1ppp/1p2pb2/8/2PPn3/2N2NP1/PP1BPPBP/R2Q1RK1 w - -
745,rn1q1rk1/pbpp1ppp/1p2pn2/6B1/2PP4/P1Q1P3/1P3PPP/R3KBNR b KQ -
250,rn1q1rk1/pbpp1ppp/1p2pn2/6B1/2PP4/P1Q2N2/1P2PPPP/R3KB1R b KQ -
710,rn1q1rk1/pbpp1ppp/1p2pn2/6B1/2PP4/P1Q2P2/1P2P1PP/R3KBNR b KQ -
1656,rn1q1rk1/pbpp1ppp/1p2pn2/6B1/2PP4/P1Q5/1P2PPPP/R3KBNR w KQ -
242,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R w KQ -
108,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - -
111,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2N2NP1/PP2PPBP/R1BQK2R w KQ -
162,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2NBPN2/PP1B1PPP/R2QK2R b KQ -
587,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2NBPN2/PP3PPP/R1BQ1RK1 b - -
623,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2NBPN2/PP3PPP/R1BQK2R w KQ -
283,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/3BPN2/PP1N1PPP/R1BQ1RK1 b - -
297,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/3BPN2/PP1N1PPP/R1BQK2R w KQ -
390,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP1NPPBP/R1BQ1RK1 b - -
417,rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP1NPPBP/R1BQK2R w KQ -
176,rn1q1rk1/pbpp1ppp/1p2pn2/8/2P5/P1Q1PN2/1P1P1PPP/R1B1KB1R w KQ -
158,rn1q1rk1/pbpp1ppp/1p2pn2/8/2P5/P1Q1PN2/1P1PBPPP/R1B1K2R b KQ -
103,rn1q1rk1/pbpp1ppp/1p2pn2/8/2P5/P1Q2NP1/1P1PPP1P/R1B1KB1R w KQ -
112,rn1q1rk1/pbpp1ppp/1p2pn2/8/2P5/P1Q2NP1/1P1PPPBP/R1B1K2R b KQ -
108,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/2N2NP1/PP1QPPBP/R3K2R b KQ -
103,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/2P2NP1/P3PPBP/R1BQ1RK1 b - -
156,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/2PBPN2/P4PPP/R1BQ1RK1 b - -
149,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/2bBPN2/PP3PPP/R1BQ1RK1 w - -
207,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP1QPPBP/RN2K2R w KQ -
102,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP1QPPBP/RN3RK1 b - -
265,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/P1Q1PN2/1P3PPP/R1B1KB1R b KQ -
420,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/P1Q2N2/1P2PPPP/R1B1KB1R w KQ -
109,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/P1Q2NP1/1P2PP1P/R1B1KB1R b KQ -
334,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/P3PN2/1P1Q1PPP/R1B1KB1R w KQ -
281,rn1q1rk1/pbpp1ppp/1p2pn2/8/2PP4/P3PN2/1P1QBPPP/R1B1K2R b KQ -
140,rn1q1rk1/pbpp2pp/1p2p3/5p2/2PPn3/2PBP3/P1QN1PPP/R1B2RK1 b - -
211,rn1q1rk1/pbpp2pp/1p2p3/5p2/2PPn3/2PBPN2/P1Q2PPP/R1B2RK1 w - -
117,rn1q1rk1/pbpp2pp/1p2p3/5p2/2PPn3/P4NP1/1PQ1PPBP/R1B1K2R b KQ -
154,rn1q1rk1/pbpp2pp/1p2pb2/3P1p2/2P1n3/2N2NP1/PP1BPPBP/2RQ1RK1 b - -
134,rn1q1rk1/pbpp2pp/1p2pb2/3P1p2/2P1n3/2N2NP1/PP1BPPBP/R2Q1RK1 w - -
146,rn1q1rk1/pbppb1pp/1p2p3/3P1p2/2P1n3/2N2NP1/PP1BPPBP/R2Q1RK1 b - -
225,rn1q1rk1/pbppb1pp/1p2p3/5p2/2PP4/2Q2NP1/PP2PPBP/R1B2RK1 w - -
338,rn1q1rk1/pbppb1pp/1p2p3/5p2/2PPn3/2N2NP1/PP1BPPBP/R2Q1RK1 w - -
122,rn1q1rk1/pbppb1pp/1p2p3/5p2/2PPn3/2N2NP1/PPQBPPBP/R4RK1 b - -
106,rn1q1rk1/pbppb1pp/1p2pn2/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -
115,rn1q1rk1/pbppbppp/1p2p3/8/2P1N3/5NP1/PP1PPPBP/R1BQR1K1 b - -
100,rn1q1rk1/pbppbppp/1p2p3/8/2P1P3/3P1NP1/PP3PBP/R1BQR1K1 b - -
128,rn1q1rk1/pbppbppp/1p2p3/8/2P1n3/2N2NP1/PP1PPPBP/R1BQR1K1 w - -
110,rn1q1rk1/pbppbppp/1p2p3/8/2P5/3P1NP1/PP2PPBP/R1BQR1K1 w - -
662,rn1q1rk1/pbppbppp/1p2p3/8/2PP4/2Q2NP1/PP2PPBP/R1B2RK1 b - -
688,rn1q1rk1/pbppbppp/1p2p3/8/2PP4/2n2NP1/PPQ1PPBP/R1B2RK1 w - -
502,rn1q1rk1/pbppbppp/1p2p3/8/2PPN3/5NP1/PP2PPBP/R1BQ1RK1 b - -
665,rn1q1rk1/pbppbppp/1p2p3/8/2PPn3/2N2NP1/PP1BPPBP/R2Q1RK1 b - -
102,rn1q1rk1/pbppbppp/1p2p3/8/2PPn3/2N2NP1/PP1BPPBP/R2QK2R w KQ -
1954,rn1q1rk1/pbppbppp/1p2p3/8/2PPn3/2N2NP1/PP2PPBP/R1BQ1RK1 w - -
746,rn1q1rk1/pbppbppp/1p2p3/8/2PPn3/2N2NP1/PPQ1PPBP/R1B2RK1 b - -
