#Event,WhiteElo,BlackElo,Result
16246,2490,2007,1-0
16247,2430,2506,0-1
16248,2314,2542,1/2-1/2
16249,2298,2165,1-0
16250,2017,1820,1/2-1/2
16251,2149,2344,0-1
16252,2102,1832,1-0
16253,2210,1834,1-0
16254,2137,2002,1-0
16255,2626,2545,1-0
16256,2640,2567,0-1
16257,2393,2345,0-1
16258,2496,2142,1-0
16259,2367,2134,1-0
16260,2212,2489,1/2-1/2
16261,1859,1948,1-0
16262,2481,2433,1/2-1/2
16263,2328,2140,1/2-1/2
16264,2227,2166,1/2-1/2
16265,2241,2367,0-1
16266,2274,1839,1/2-1/2
16267,2155,2438,0-1
16268,1865,1828,1-0
16269,2546,2143,1/2-1/2
16270,2183,2021,1-0
16271,2004,1848,1-0
16272,1702,1520,1-0
16273,2045,2208,1-0
16274,2216,2252,0-1
16275,2437,2351,1/2-1/2
16276,2193,2396,0-1
16277,1945,2073,0-1
16278,2413,2491,1/2-1/2
16279,1913,2252,0-1
16280,2215,2470,0-1
16281,2410,2216,1/2-1/2
16282,2321,2264,1-0
16283,2549,2301,1-0
16284,2133,2343,1/2-1/2
16285,2351,2387,1-0
16286,2222,2270,0-1
16287,2271,2348,1/2-1/2
16288,2229,2320,1-0
16289,2413,2417,1/2-1/2
16290,2014,2067,0-1
16291,2354,2561,1/2-1/2
16292,2112,1823,1/2-1/2
16293,2256,2429,0-1
16294,2379,2358,0-1
16295,2557,2382,1-0
16296,2199,2518,0-1
16297,2607,2527,1/2-1/2
16298,2254,1707,1-0
16299,2100,2211,1/2-1/2
16300,1992,1809,1/2-1/2
16301,1919,1762,0-1
16302,2425,2256,1/2-1/2
16303,2434,2558,1/2-1/2
16304,2246,2401,1/2-1/2
16305,2336,2579,0-1
16306,2299,1776,1-0
16307,2713,2782,1/2-1/2
16308,2551,2332,1-0
16309,1861,2171,0-1
16310,1981,2458,0-1
16311,1863,2362,1-0
16312,2386,2682,1-0
16313,2263,2002,1-0
16314,2558,2595,1/2-1/2
16315,2100,1952,1-0
16316,1621,1477,1-0
16317,2604,2611,1-0
16318,2351,2363,1/2-1/2
16319,2366,2239,1-0
16320,2741,2758,1-0
16321,2032,2474,0-1
16322,2368,2604,0-1
16323,2159,2422,0-1
16324,2073,2389,0-1
16325,2627,2504,1-0
16326,1709,1589,1-0
16327,2381,2130,0-1
16328,2064,2253,0-1
16329,1951,1598,0-1
16330,2029,2385,1/2-1/2
16331,2025,1989,0-1
16332,2436,2032,1-0
16333,1879,2084,0-1
16334,2289,2242,1/2-1/2
16335,2423,2224,1/2-1/2
16336,2421,2268,1-0
16337,2422,2351,1-0
16338,2123,1944,1-0
16339,2026,1958,0-1
16340,1892,2335,1/2-1/2
16341,2351,2050,1/2-1/2
16342,2548,2557,1-0
16343,2073,1997,1-0
16344,2450,2394,0-1
16345,2168,2249,1/2-1/2
16346,2636,2441,1-0
16347,2474,2223,1-0
16348,2117,2069,1/2-1/2
16349,2538,2307,1/2-1/2
16350,1917,1863,0-1
16351,2359,2276,1/2-1/2
16352,2281,2423,1/2-1/2
16353,2371,2509,1/2-1/2
16354,2503,1826,1-0
16355,1985,1892,1/2-1/2
16356,2188,2006,1-0
16357,2321,1985,1-0
16358,2502,2521,1/2-1/2
16359,2253,2274,1/2-1/2
16360,2496,2196,1-0
16361,2121,2215,0-1
16362,2323,2415,1/2-1/2
16363,2425,2477,1-0
16364,2532,2569,1/2-1/2
16365,2709,2536,1-0
16366,2368,2304,1-0
16367,2554,2287,1-0
16368,2543,2496,0-1
16369,2180,2219,1-0
16370,1847,1558,1-0
16371,2443,2370,0-1
16372,2006,2420,1/2-1/2
16373,2531,2507,1-0
16374,2395,2392,1/2-1/2
16375,2458,2499,1/2-1/2
16376,2374,2365,1-0
16377,2013,2128,0-1
16378,2112,2340,0-1
16379,2381,2500,0-1
16380,2244,2268,1-0
16381,2089,1929,0-1
16382,1783,2247,1/2-1/2
16383,1578,1890,1/2-1/2
16384,1782,2195,0-1
16385,2291,2086,0-1
16386,2295,2451,1/2-1/2
16387,1904,1954,0-1
16388,2291,2409,1-0
16389,2120,2003,1/2-1/2
16390,2161,2215,0-1
16391,1893,2297,0-1
16392,2207,2386,0-1
16393,2269,2469,0-1
16394,2070,2319,0-1
16395,2256,2014,1-0
16396,2232,2278,0-1
16397,1943,1777,1-0
16398,2285,2208,0-1
16399,2276,2622,0-1
16400,2460,2525,1-0
16401,2449,1891,1-0
16402,2541,2456,1-0
16403,2463,2495,1/2-1/2
16404,2039,2056,0-1
16405,2061,1865,1-0
16406,2061,1866,1-0
16407,2098,2269,0-1
16408,2234,2237,1-0
16409,2471,2336,1/2-1/2
16410,2050,1919,1-0
16411,2538,2367,1/2-1/2
16412,2045,2382,0-1
16413,2518,2634,0-1
16414,1962,2131,1/2-1/2
16415,2637,2713,1-0
16416,2504,2306,1/2-1/2
16417,2512,2536,1/2-1/2
16418,2107,2376,0-1
16419,2514,2318,1/2-1/2
16420,2598,2335,1-0
16421,1483,1524,0-1
16422,1969,2369,0-1
16423,2602,2741,1/2-1/2
16424,2247,2345,1/2-1/2
16425,2049,1899,0-1
16426,2211,2350,1/2-1/2
16427,1831,2111,0-1
16428,2270,2375,1/2-1/2
16429,2757,2787,1/2-1/2
16430,2632,2484,1-0
16431,2160,2308,0-1
16432,2591,2230,1-0
16433,2036,2197,0-1
16434,2104,2220,1/2-1/2
16435,1860,1993,0-1
16436,2365,2644,1-0
16437,2419,2069,1/2-1/2
16438,2002,2126,1/2-1/2
16439,2273,2124,1-0
16440,2027,1978,1-0
16441,2157,2271,1-0
16442,2215,2445,1/2-1/2
16443,2449,2315,1/2-1/2
16444,2092,1945,1/2-1/2
16445,2156,2266,0-1
16446,2439,1952,1-0
16447,1674,1905,0-1
16448,2401,2306,1/2-1/2
16449,1814,1999,0-1
16450,2228,2149,0-1
16451,2575,2700,1/2-1/2
16452,2333,2231,1-0
16453,1997,2046,1-0
16454,2126,2457,1/2-1/2
16455,2033,2132,0-1
16456,1826,2006,1-0
16457,2464,2509,1/2-1/2
16458,2229,2406,1-0
16459,2189,2447,1-0
16460,2602,2486,1/2-1/2
16461,2316,1882,1-0
16462,2484,2594,0-1
16463,2449,2099,1-0
16464,2224,2038,0-1
16465,2230,2300,0-1
16466,2277,2650,0-1
16467,2444,2510,1/2-1/2
16468,2287,2487,1/2-1/2
16469,2382,2005,1-0
16470,1611,1286,1-0
16471,2107,2095,0-1
16472,2206,2495,0-1
16473,2565,2546,0-1
16474,2427,2564,1/2-1/2
16475,2011,2064,1/2-1/2
16476,2250,2265,0-1
16477,2366,2164,1-0
16478,2159,2342,0-1
16479,2523,2516,1-0
16480,2304,2116,1/2-1/2
16481,2259,1993,1-0
16482,2211,2272,0-1
16483,2423,1932,1-0
16484,2017,2459,0-1
16485,1849,2267,0-1
16486,2147,2350,1/2-1/2
16487,2479,2634,1/2-1/2
16488,2099,2281,1-0
16489,2323,2461,1/2-1/2
16490,2030,2293,0-1
16491,2506,2195,1-0
16492,2380,2314,1-0
16493,2216,2096,0-1
16494,2497,2447,1-0
16495,2630,2616,1/2-1/2
16496,1953,2134,0-1
16497,2464,2698,0-1
16498,2225,2274,1-0
16499,2632,2588,1-0
16500,2172,2617,0-1
16501,2375,2037,1-0
16502,1396,1806,0-1
16503,2482,2276,1-0
16504,1793,2522,0-1
16505,1851,2054,1-0
16506,2473,2554,1/2-1/2
16507,2473,2407,1/2-1/2
16508,2543,2527,1-0
16509,2584,2574,1-0
16510,1658,1849,1/2-1/2
16511,2188,2259,1/2-1/2
16512,2381,2509,1-0
16513,1987,2198,0-1
16514,2118,2351,0-1
16515,2214,1929,1-0
16516,2240,2250,1-0
16517,2595,2562,1-0
16518,2264,1514,0-1
16519,2297,2210,1/2-1/2
16520,2146,2195,0-1
16521,2428,2584,1/2-1/2
16522,2217,2124,1-0
16523,2274,2284,0-1
16524,2109,1697,1-0
16525,2416,2382,0-1
16526,2460,2278,0-1
16527,1977,2077,1/2-1/2
16528,2320,1873,1-0
16529,2186,2335,0-1
16530,1842,2583,0-1
16531,2307,2039,1-0
16532,2645,2318,1-0
16533,2515,2450,1-0
16534,2110,1786,1-0
16535,2574,2648,1/2-1/2
16536,2073,2226,1-0
16537,2529,2417,1-0
16538,2557,2629,0-1
16539,2002,2040,1/2-1/2
16540,2243,2216,1/2-1/2
16541,2508,2408,1/2-1/2
16542,2517,2294,1-0
16543,1856,1700,1-0
16544,2216,2179,1-0
16545,2556,2249,1-0
16546,2236,1852,1/2-1/2
16547,2727,2772,1/2-1/2
16548,2524,2628,0-1
16549,2339,2078,1-0
16550,2443,2416,0-1
16551,2065,2203,1/2-1/2
16552,1846,2244,0-1
16553,1917,2467,0-1
16554,2087,2377,0-1
16555,2239,2088,1-0
16556,2073,2292,1/2-1/2
16557,2189,1978,1/2-1/2
16558,2003,2138,1/2-1/2
16559,2377,2176,1-0
16560,2587,2405,1/2-1/2
16561,2404,2159,1-0
16562,2227,2388,1/2-1/2
16563,1993,2390,0-1
16564,1961,2531,1/2-1/2
16565,2514,2602,1-0
16566,2145,2115,1/2-1/2
16567,2117,2201,1/2-1/2
16568,2164,2135,1-0
16569,2258,2275,0-1
16570,2523,2644,1/2-1/2
16571,2654,2445,1-0
16572,2096,2403,1-0
16573,2000,1808,1-0
16574,2512,2570,0-1
16575,2548,2410,1-0
16576,1849,1808,1/2-1/2
16577,2354,2419,1-0
16578,2522,2600,1/2-1/2
16579,2559,2524,1/2-1/2
16580,2512,2488,1/2-1/2
16581,2417,2655,1/2-1/2
16582,2454,2183,1-0
16583,2361,2360,1-0
16584,1913,1778,1-0
16585,1995,2110,1/2-1/2
16586,2282,2135,1-0
16587,1633,1764,1/2-1/2
16588,1782,1961,0-1
16589,2101,1966,1-0
16590,2407,2112,1-0
16591,2193,1820,1-0
16592,2317,2365,1-0
16593,1948,2364,0-1
16594,2059,2235,0-1
16595,2227,1987,1-0
16596,2081,2216,1-0
16597,2161,2250,1-0
16598,2364,2508,0-1
16599,2408,2281,1-0
16600,2486,2452,1-0
16601,1926,2308,0-1
16602,2244,2404,0-1
16603,2320,1981,1-0
16604,2777,2650,1-0
16605,1916,2036,0-1
16606,2515,2418,1/2-1/2
16607,2389,2126,1-0
16608,1596,2046,0-1
16609,2089,2422,0-1
16610,2027,1955,1-0
16611,2075,1880,1-0
16612,2187,2116,1-0
16613,2417,2581,0-1
16614,2515,2277,1-0
16615,2686,2546,1-0
16616,2303,2503,0-1
16617,1678,1885,0-1
16618,2355,2465,0-1
16619,2659,2679,1-0
16620,2189,2451,0-1
16621,2303,2509,1/2-1/2
16622,2221,2245,1/2-1/2
16623,2306,2210,1-0
16624,1710,1566,1-0
16625,2213,1835,1-0
16626,1821,1941,0-1
16627,2683,2248,1-0
16628,2071,2269,0-1
16629,2254,2049,1-0
16630,2326,2418,1/2-1/2
16631,2015,1608,1-0
16632,2257,2496,0-1
16633,2200,2169,1-0
16634,1835,1949,0-1
16635,2406,2260,1-0
16636,2455,2021,1-0
16637,1980,1700,1-0
16638,1776,2234,0-1
16639,2477,2301,1-0
16640,2239,1959,1-0
16641,2302,2211,0-1
16642,2274,2156,0-1
16643,2206,2364,1-0
16644,2527,2218,1-0
16645,2064,1962,1/2-1/2
16646,2188,2399,0-1
16647,2518,2253,1-0
16648,2415,2203,1-0
16649,2060,2208,0-1
16650,2369,2453,1-0
16651,2490,2209,1-0
16652,2048,1942,1-0
16653,2741,2862,0-1
16654,2473,2364,1/2-1/2
16655,2327,2449,1/2-1/2
16656,2548,2501,1/2-1/2
16657,2549,2606,1/2-1/2
16658,2279,2641,0-1
16659,2382,2165,1/2-1/2
16660,2261,2003,1/2-1/2
16661,1747,1912,0-1
16662,2242,2280,1-0
16663,2282,2028,1-0
16664,2298,1783,1-0
16665,2084,1875,1-0
16666,2248,1882,1-0
16667,1986,2441,1/2-1/2
16668,2337,2034,1-0
16669,2232,1951,1/2-1/2
16670,1627,2200,0-1
16671,2267,2003,1-0
16672,2013,2305,0-1
16673,2386,2456,1-0
16674,2132,1966,1-0
16675,1815,2010,0-1
16676,2350,2262,1-0
16677,1957,2126,0-1
16678,2340,2330,0-1
16679,1932,2452,0-1
16680,2276,2395,1/2-1/2
16681,2564,2500,1-0
16682,2400,2277,1/2-1/2
16683,1936,1777,1-0
16684,2002,2232,0-1
16685,2082,2351,0-1
16686,2427,2511,1-0
16687,2018,1996,1/2-1/2
16688,2520,2498,1/2-1/2
16689,2238,1911,1-0
16690,2133,1709,1-0
16691,2127,2377,0-1
16692,2148,1943,1-0
16693,2586,2383,1-0
16694,2243,2059,1-0
16695,2339,2536,0-1
16696,2382,2129,1-0
16697,2201,2342,1/2-1/2
16698,2406,2108,1-0
16699,2002,2205,1-0
16700,2151,2383,0-1
16701,1888,2267,0-1
16702,1825,2203,1/2-1/2
16703,2616,2472,1-0
16704,1688,1828,1-0
16705,2183,1872,1-0
16706,2511,2104,1-0
16707,2266,2177,1/2-1/2
16708,2007,2146,1/2-1/2
16709,2242,2053,1/2-1/2
16710,2586,2242,1-0
16711,1767,1923,1/2-1/2
16712,2371,2048,1-0
16713,2061,2359,0-1
16714,2498,2271,1-0
16715,1961,2162,0-1
16716,2608,2391,0-1
16717,2557,2387,1/2-1/2
16718,1849,2229,1-0
16719,1601,1750,0-1
16720,2303,2270,1/2-1/2
16721,1800,2084,1-0
16722,2393,2564,1/2-1/2
16723,2442,2601,1/2-1/2
16724,2561,2537,1/2-1/2
16725,2463,2713,1/2-1/2
16726,2541,2610,1/2-1/2
16727,2494,2216,1-0
16728,2448,2388,1/2-1/2
16729,2565,2204,1-0
16730,2140,2351,0-1
16731,2668,2578,1/2-1/2
16732,2347,2229,1-0
16733,2002,1840,1-0
16734,2310,2640,0-1
16735,2547,2626,1/2-1/2
16736,2257,2364,1-0
16737,2653,2707,1-0
16738,2520,2125,1-0
16739,2491,2427,1-0
16740,2144,2153,0-1
16741,2373,1963,1-0
16742,2112,1779,1-0
16743,2543,2485,1/2-1/2
16744,2339,2430,1/2-1/2
16745,2646,2543,0-1
16746,2422,2583,1-0
16747,2291,2556,1-0
16748,2368,2099,1-0
16749,2111,2094,1/2-1/2
16750,1361,1684,0-1
16751,2486,2232,1-0
16752,1803,2116,1-0
16753,2270,2142,0-1
16754,2319,2527,1/2-1/2
16755,2708,2482,1/2-1/2
16756,1982,1879,1/2-1/2
16757,2282,2133,1-0
16758,2531,2354,1-0
16759,2793,2767,0-1
16760,2401,2165,1-0
16761,2226,2107,1-0
16762,2467,2561,1-0
16763,2278,2197,1/2-1/2
16764,2206,2470,1/2-1/2
16765,1820,1860,1/2-1/2
16766,1911,1730,1-0
16767,2700,2485,1-0
16768,2746,2500,1-0
16769,2375,2375,1/2-1/2
16770,2166,1915,1/2-1/2
16771,1610,1544,1/2-1/2
16772,2539,2300,1-0
16773,2635,2130,1-0
16774,2075,2457,0-1
16775,2205,2415,1/2-1/2
16776,2089,2064,1/2-1/2
16777,2035,1863,1-0
16778,2413,2198,1-0
16779,2343,2396,0-1
16780,2147,2198,1-0
16781,2124,2285,1/2-1/2
16782,2124,1926,1/2-1/2
16783,1732,2374,0-1
16784,1735,1960,1-0
16785,2231,2048,1-0
16786,2182,2406,1-0
16787,2268,2532,0-1
16788,2426,2463,0-1
16789,2366,2184,1/2-1/2
16790,2291,2102,1-0
16791,2004,1650,1-0
16792,1997,1728,1-0
16793,2379,2325,1-0
16794,2156,2267,0-1
16795,1792,2069,1/2-1/2
16796,1988,1939,0-1
16797,2465,2514,1/2-1/2
16798,1678,1832,1-0
16799,1934,2247,0-1
16800,2425,2295,1/2-1/2
16801,1817,1993,1-0
16802,2023,2217,1/2-1/2
16803,2645,2622,1/2-1/2
16804,2469,2364,1/2-1/2
16805,2377,2128,1-0
16806,2040,2272,1/2-1/2
16807,1953,2040,1-0
16808,2433,2638,1-0
16809,2230,2303,1-0
16810,2449,2578,0-1
16811,2135,2394,0-1
16812,2126,2225,1/2-1/2
16813,1975,2043,0-1
16814,2617,2530,1-0
16815,2451,2395,1-0
16816,1847,1718,1/2-1/2
16817,2196,2663,0-1
16818,2737,2747,1/2-1/2
16819,2736,2773,1-0
16820,2348,2272,1/2-1/2
16821,1967,2121,0-1
16822,1999,2222,0-1
16823,2611,2394,1/2-1/2
16824,2350,2583,1/2-1/2
16825,1482,1691,0-1
16826,2521,2629,1-0
16827,2313,2313,1-0
16828,2361,2262,1-0
16829,2569,2426,1/2-1/2
16830,2622,2498,1-0
16831,2221,1972,1/2-1/2
16832,1808,2007,1/2-1/2
16833,2146,2238,0-1
16834,2136,2272,1/2-1/2
16835,2169,2168,1-0
16836,2030,2416,0-1
16837,2348,1606,1-0
16838,1913,1651,1-0
16839,2133,2070,1-0
16840,2264,2502,0-1
16841,2412,2457,1-0
16842,2328,2123,1-0
16843,2324,2049,1-0
16844,2190,2465,1/2-1/2
16845,2262,2450,1/2-1/2
16846,2245,1966,1-0
16847,2571,2384,1-0
16848,1633,1884,1/2-1/2
16849,2480,2538,1-0
16850,2084,1864,1-0
16851,1766,2143,0-1
16852,2028,2635,0-1
16853,2556,2457,1-0
16854,2024,2280,1/2-1/2
16855,2265,2075,1/2-1/2
16856,1636,1593,1-0
16857,2544,2458,1-0
16858,2062,2476,0-1
16859,2296,2450,1-0
16860,2094,1794,1-0
16861,2332,2369,0-1
16862,2523,2093,1-0
16863,2312,2497,1/2-1/2
16864,2135,2170,0-1
16865,2428,2416,1/2-1/2
16866,2097,2190,1/2-1/2
16867,2326,2296,1-0
16868,1962,2189,0-1
16869,2547,2419,1-0
16870,2174,1952,1-0
16871,2442,2650,1-0
16872,2475,2616,1/2-1/2
16873,2273,2554,0-1
16874,2506,2681,0-1
16875,2327,2379,1/2-1/2
16876,2312,2554,0-1
16877,2285,2222,1-0
16878,2225,2280,1-0
16879,2436,2426,1/2-1/2
16880,2350,2135,1-0
16881,2354,2381,0-1
16882,2334,2425,1-0
16883,2577,2339,0-1
16884,1819,1723,1-0
16885,1719,1727,0-1
16886,2055,2365,1/2-1/2
16887,1983,2176,0-1
16888,2227,2487,0-1
16889,2096,2504,0-1
16890,2593,2528,1-0
16891,2134,2055,1-0
16892,2219,2027,1-0
16893,2419,2455,1/2-1/2
16894,2209,2411,0-1
16895,2489,2188,1-0
16896,2134,2243,1-0
16897,2058,2201,0-1
16898,2083,2197,0-1
16899,2536,2494,1-0
16900,2049,2174,0-1
16901,2067,2266,1-0
16902,2147,2233,0-1
16903,1908,2267,0-1
16904,2371,2451,1-0
16905,2263,2535,0-1
16906,2338,2445,0-1
16907,2465,2301,1/2-1/2
16908,1944,2303,1/2-1/2
16909,2358,2260,0-1
16910,2486,2430,0-1
16911,2563,2013,1-0
16912,1881,2093,1-0
16913,2311,2225,1-0
16914,2209,2308,1-0
16915,2351,2195,1-0
16916,2696,2412,1/2-1/2
16917,2617,2463,1-0
16918,2308,2421,0-1
16919,1869,2190,1/2-1/2
16920,2647,2570,0-1
16921,2122,2405,1-0
16922,2010,2278,1/2-1/2
16923,1858,1655,1/2-1/2
16924,2121,2192,0-1
16925,2193,2364,1-0
16926,2091,2489,0-1
16927,2727,2378,1-0
16928,2526,2558,1/2-1/2
16929,2434,2277,1-0
16930,2661,1972,1-0
16931,2472,2166,1/2-1/2
16932,2508,2321,1/2-1/2
16933,2678,2721,1/2-1/2
16934,2603,2651,0-1
16935,2352,2155,1-0
16936,1345,1952,0-1
16937,2058,2381,0-1
16938,2365,2409,1/2-1/2
16939,2661,2505,1/2-1/2
16940,2391,2161,1/2-1/2
16941,2199,1798,1/2-1/2
16942,2329,2209,1-0
16943,2247,2040,1-0
16944,2285,2422,0-1
16945,2711,2775,0-1
16946,2287,2448,0-1
16947,2505,2537,1/2-1/2
16948,2016,1558,1-0
16949,2456,2115,1/2-1/2
16950,1394,1625,0-1
16951,2295,2211,1-0
16952,2331,2354,1/2-1/2
16953,2215,2460,0-1
16954,2051,2025,0-1
16955,2342,2043,1-0
16956,2224,2055,1-0
16957,2331,2014,1/2-1/2
16958,2186,2115,1-0
16959,2492,2092,1-0
16960,2506,2575,1-0
16961,2626,2371,1-0
16962,2463,2264,1-0
16963,2434,2482,1-0
16964,1945,2081,0-1
16965,2344,2199,1-0
16966,2060,2487,0-1
16967,2408,2126,1-0
16968,2297,2473,1/2-1/2
16969,1852,2036,1/2-1/2
16970,2582,2504,0-1
16971,2211,2626,1/2-1/2
16972,2212,2025,1-0
16973,2577,2549,1/2-1/2
16974,2493,2429,1-0
16975,2262,2483,1/2-1/2
16976,2000,2235,1/2-1/2
16977,2356,2468,1-0
16978,2069,2319,1/2-1/2
16979,2181,2098,1-0
16980,2023,2112,1-0
16981,2577,2479,1/2-1/2
16982,2082,1790,1-0
16983,2100,2498,0-1
16984,2205,2029,1/2-1/2
16985,2187,1968,1-0
16986,2044,2211,1/2-1/2
16987,1935,2135,1/2-1/2
16988,2560,2295,1-0
16989,2183,2318,1-0
16990,2293,2062,1-0
16991,2497,2618,1/2-1/2
16992,2249,2011,1-0
16993,2297,2046,1-0
16994,2359,2074,1-0
16995,2687,2430,1-0
16996,1899,2019,1/2-1/2
16997,2609,2696,1/2-1/2
16998,2473,2629,0-1
16999,2430,2435,1-0
17000,1848,1996,1/2-1/2
17001,2619,2370,1-0
17002,2191,2300,0-1
17003,2625,2520,1-0
17004,1756,2075,0-1
17005,2488,2222,1-0
17006,1536,1750,0-1
17007,2616,2446,1-0
17008,2377,2114,1-0
17009,2638,2410,1-0
17010,2631,2674,1/2-1/2
17011,2372,1998,1-0
17012,2244,2093,1/2-1/2
17013,2286,2237,1/2-1/2
17014,1899,2060,0-1
17015,2639,2598,0-1
17016,2661,2485,1-0
17017,2261,2370,1-0
17018,2326,2481,0-1
17019,2261,2392,1/2-1/2
17020,2122,2265,1-0
17021,2590,2168,1-0
17022,1961,2109,1-0
17023,2394,2135,1-0
17024,2026,1958,1/2-1/2
17025,2531,2549,1/2-1/2
17026,2101,2373,1-0
17027,2064,2262,0-1
17028,2415,2133,1-0
17029,2519,2286,1-0
17030,1766,1625,0-1
17031,1868,2007,0-1
17032,2258,2329,0-1
17033,2053,1943,1-0
17034,2097,2037,1/2-1/2
17035,1854,2046,1-0
17036,2384,2513,1/2-1/2
17037,2317,2244,1-0
17038,2306,2025,1-0
17039,2009,1863,1/2-1/2
17040,2512,2188,1-0
17041,2361,2617,0-1
17042,2300,2442,0-1
17043,1910,2157,0-1
17044,2121,2218,1-0
17045,2020,1613,1-0
17046,2521,2508,1/2-1/2
17047,2554,1875,1-0
17048,2345,2257,1-0
17049,2314,2244,0-1
17050,2408,2236,1-0
17051,2237,1798,1-0
17052,2769,2687,1/2-1/2
17053,2216,2505,0-1
17054,1801,1973,0-1
17055,2182,2054,1-0
17056,2371,2507,0-1
17057,2616,2533,1-0
17058,2336,2482,0-1
17059,2243,2386,1/2-1/2
17060,2231,2406,1/2-1/2
17061,1950,2051,1/2-1/2
17062,2719,2564,1-0
17063,2662,2651,1/2-1/2
17064,2196,1852,1-0
17065,2174,1971,1/2-1/2
17066,2545,2442,1/2-1/2
17067,2113,1893,0-1
17068,2394,1880,1-0
17069,2149,1898,1-0
17070,2532,2565,0-1
17071,2008,2226,0-1
17072,2237,2102,0-1
17073,2565,2460,1/2-1/2
17074,2279,1878,1-0
17075,2720,2764,0-1
17076,2488,2577,1/2-1/2
17077,2651,2372,1-0
17078,2482,2343,1/2-1/2
17079,2141,2198,0-1
17080,2226,2433,1/2-1/2
17081,2231,2352,0-1
17082,1687,1832,0-1
17083,2424,2328,1/2-1/2
17084,2340,2559,0-1
17085,2187,2362,0-1
17086,2105,2313,0-1
17087,2310,2416,1/2-1/2
17088,2584,2535,1-0
17089,2315,2261,1/2-1/2
17090,2409,2494,1/2-1/2
17091,2249,1560,1-0
17092,1899,2489,0-1
17093,1945,1595,1-0
17094,1867,2089,1/2-1/2
17095,1925,1633,1-0
17096,2295,1851,1-0
17097,1941,2094,0-1
17098,2543,2355,1-0
17099,1929,1696,1-0
17100,2579,2710,1/2-1/2
17101,2504,2642,1/2-1/2
17102,2493,2569,1/2-1/2
17103,2349,2120,1-0
17104,2200,2245,1/2-1/2
17105,2296,2220,1-0
17106,2113,2198,1/2-1/2
17107,2295,2392,1-0
17108,1878,1809,1/2-1/2
17109,2154,2149,1/2-1/2
17110,1543,1360,0-1
17111,2388,2203,1-0
17112,2491,2293,1-0
17113,2334,2156,1-0
17114,1964,2324,0-1
17115,1983,1655,1-0
17116,2108,1952,1-0
17117,1823,1558,0-1
17118,1891,2313,0-1
17119,2212,2350,1/2-1/2
17120,2450,2199,1-0
17121,2420,1823,1-0
17122,1918,1426,1-0
17123,2111,1857,1-0
17124,2330,2239,1/2-1/2
17125,1876,2103,0-1
17126,2554,2564,0-1
17127,2059,2031,1/2-1/2
17128,2572,2429,1-0
17129,2377,2344,0-1
17130,2173,2190,1/2-1/2
17131,1725,2361,1/2-1/2
17132,2098,1917,1/2-1/2
17133,2290,2063,1-0
17134,2646,2389,1-0
17135,1718,1951,1-0
17136,2213,1937,1-0
17137,2585,2374,1-0
17138,2255,2432,0-1
17139,2069,1948,1-0
17140,2383,2570,1/2-1/2
17141,2003,2165,1/2-1/2
17142,2256,1876,1-0
17143,2801,2330,1-0
17144,2458,2120,1/2-1/2
17145,2373,2630,1/2-1/2
17146,2140,2051,1-0
17147,2590,2646,1/2-1/2
17148,2329,1909,1-0
17149,2025,2551,0-1
17150,2463,2544,0-1
17151,2308,2477,1/2-1/2
17152,2435,2450,1/2-1/2
17153,2222,2406,0-1
17154,2519,2282,1-0
17155,2232,1861,1-0
17156,2492,2549,1/2-1/2
17157,1903,1979,1/2-1/2
17158,1933,2094,1-0
17159,2178,2135,1/2-1/2
17160,1861,2144,1/2-1/2
17161,2481,2445,1/2-1/2
17162,2440,2085,1-0
17163,2476,2447,1-0
17164,1971,1666,1-0
17165,2030,1771,1-0
17166,1938,2399,0-1
17167,2391,2547,1/2-1/2
17168,2201,2145,1-0
17169,2380,2233,1/2-1/2
17170,1430,1544,0-1
17171,2004,2251,1/2-1/2
17172,1924,2104,0-1
17173,2255,1996,1-0
17174,2635,2516,1/2-1/2
17175,1977,2214,0-1
17176,2194,2294,0-1
17177,2039,1640,1-0
17178,2347,2608,1/2-1/2
17179,2376,2236,1-0
17180,2553,2649,1/2-1/2
17181,1676,2221,0-1
17182,2483,2618,1-0
17183,1706,1516,1-0
17184,2512,2414,1/2-1/2
17185,1673,1550,1/2-1/2
17186,2188,2315,1/2-1/2
17187,2211,2040,1-0
17188,2363,2418,1/2-1/2
17189,2392,1936,1-0
17190,2367,2460,0-1
17191,2215,1925,1-0
17192,2330,2424,0-1
17193,2702,2646,1-0
17194,2276,2059,1-0
17195,2321,2454,1/2-1/2
17196,2598,2462,1-0
17197,2284,2236,1/2-1/2
17198,2005,2137,0-1
17199,2121,2399,0-1
17200,2029,2148,0-1
17201,2242,2180,1-0
17202,2418,2142,1-0
17203,2364,2118,0-1
17204,2332,2086,1-0
17205,2555,2464,1/2-1/2
17206,2630,2424,1-0
17207,2043,2219,1-0
17208,2241,2594,1/2-1/2
17209,2340,2033,1/2-1/2
17210,2491,2331,1-0
17211,2558,2530,1-0
17212,1890,2145,1-0
17213,2139,2399,1/2-1/2
17214,2534,2350,1-0
17215,2378,2437,1/2-1/2
17216,2482,2536,0-1
17217,1498,1954,0-1
17218,2575,2270,1-0
17219,2043,2092,1-0
17220,2491,2335,1-0
17221,2005,1880,1-0
17222,2634,2558,1/2-1/2
17223,2227,1988,1/2-1/2
17224,2511,2335,1-0
17225,2506,2009,1-0
17226,2651,2488,1/2-1/2
17227,1979,1931,0-1
17228,1920,1679,1-0
17229,2607,2660,1/2-1/2
