Event,WhiteElo,BlackElo
37067,2226,2328
37068,2312,2420
37069,2433,2315
37070,2142,2140
37071,2196,1929
37072,2038,2203
37073,2124,2002
37074,2194,2129
37075,2043,2052
37076,2143,2350
37077,2481,2493
37078,2176,2202
37079,2079,2365
37080,2073,2227
37081,2243,1982
37082,2190,2451
37083,2267,2499
37084,2284,2273
37085,2402,2144
37086,1945,2000
37087,2409,2277
37088,2391,2356
37089,1991,2311
37090,2270,2193
37091,2437,2341
37092,2187,2170
37093,2109,2207
37094,2042,2309
37095,2265,2286
37096,2457,2281
37097,2234,2307
37098,2333,2225
37099,2304,2058
37100,2333,2207
37101,2509,2477
37102,2373,2270
37103,2341,2253
37104,2206,2238
37105,2376,2478
37106,2267,2320
37107,2306,2327
37108,2077,2219
37109,2388,2268
37110,2374,2339
37111,2369,2365
37112,2032,2126
37113,2036,2283
37114,2148,2361
37115,2285,2238
37116,2010,2381
37117,2206,2037
37118,2291,2309
37119,2314,2380
37120,2427,2172
37121,2268,2340
37122,2262,2303
37123,2246,2293
37124,2426,2203
37125,2365,2388
37126,2357,2206
37127,2135,2239
37128,2495,2369
37129,1985,2093
37130,2098,2401
37131,2066,2125
37132,2290,2205
37133,2414,2392
37134,2377,2201
37135,2439,2309
37136,2348,2351
37137,2481,2218
37138,2213,2311
37139,2370,2331
37140,1902,1999
37141,2278,2488
37142,2248,2084
37143,2210,1902
37144,2422,2194
37145,2207,2273
37146,2075,2433
37147,2410,2242
37148,2178,2391
37149,2300,2485
37150,2478,2294
37151,2117,2084
37152,2175,2056
37153,2143,2036
37154,2354,2359
37155,2443,2456
37156,2385,2043
37157,2307,2194
37158,2007,2107
37159,2113,2348
37160,2313,2351
37161,2290,2350
37162,2386,2440
37163,2310,2235
37164,2239,2152
37165,2172,2076
37166,2305,2272
37167,2186,1837
37168,2043,2094
37169,2179,2281
37170,2409,2418
37171,2171,2319
37172,2382,2117
37173,2301,2005
37174,2415,2146
37175,2013,2292
37176,2297,2160
37177,2196,2128
37178,2034,2099
37179,2206,2072
37180,2042,2352
37181,2356,2216
37182,2081,2336
37183,2241,2358
37184,2307,2179
37185,2116,2393
37186,2062,2196
37187,2417,2229
37188,2432,2501
37189,2263,2493
37190,2165,2298
37191,2446,2279
37192,2368,2330
37193,2222,1978
37194,2429,2235
37195,2124,2188
37196,2245,2209
37197,2434,2443
37198,2392,2326
37199,2397,2178
37200,2256,2227
37201,1991,2239
37202,2279,2236
37203,2052,2233
37204,2052,2215
37205,2285,2211
37206,2313,2341
37207,2177,2225
37208,2168,2365
37209,2115,2521
37210,2246,2161
37211,2236,2388
37212,2342,2404
37213,2222,2248
37214,2450,2301
37215,2115,2256
37216,2191,1984
37217,2411,2263
37218,2390,2373
37219,2286,2369
37220,2336,2358
37221,2304,2147
37222,2226,2245
37223,2153,2221
37224,2267,2068
37225,2257,2386
37226,2377,2297
37227,2300,1991
37228,2260,2317
37229,2004,2049
37230,2342,2303
37231,2278,2449
37232,2448,2241
37233,2304,2191
37234,2156,2104
37235,2343,2286
37236,2385,2132
37237,2274,2120
37238,1988,2210
37239,2025,2297
37240,1988,2193
37241,2127,2304
37242,2144,2217
37243,2369,2195
37244,2114,2200
37245,2311,2255
37246,2372,2258
37247,2384,2318
37248,2225,2248
37249,2374,2322
37250,1956,2147
37251,2449,2246
37252,2293,2034
37253,2264,2419
37254,1891,2241
37255,2103,2309
37256,2379,2354
37257,2030,2076
37258,2281,2304
37259,2122,2007
37260,2351,2195
37261,2303,2223
37262,2023,1923
37263,2068,2398
37264,2129,2233
37265,2559,2427
37266,2307,2115
37267,2099,2400
37268,2127,2027
37269,2408,2417
37270,2303,2234
37271,2129,2276
37272,2407,2295
37273,2352,2286
37274,2104,2146
37275,2340,2530
37276,2248,2045
37277,2387,2317
37278,2407,2483
37279,2431,2139
37280,2197,2071
37281,2314,2196
37282,2272,2410
37283,2090,2238
37284,2260,1947
37285,2118,2275
37286,2240,2251
37287,2454,2185
37288,2053,2118
37289,2214,2211
37290,2005,2208
37291,2132,2097
37292,2511,2175
37293,2282,2111
37294,2151,2246
37295,2335,2331
37296,2281,2350
37297,2343,2147
37298,2422,2440
37299,2297,2133
37300,2409,2228
37301,2176,2198
37302,2189,2256
37303,2140,2297
37304,2126,2140
37305,2251,2128
37306,2405,2466
37307,2345,2244
37308,2176,2248
37309,2349,2318
37310,2229,2424
37311,2143,2088
37312,2243,2252
37313,2163,2163
37314,2336,2312
37315,2351,2271
37316,2194,2199
37317,2272,2342
37318,2241,2026
37319,2140,1866
37320,2075,2313
37321,2269,2167
37322,2303,2309
37323,2484,2442
37324,2316,2389
37325,2471,2417
37326,2549,2376
37327,2329,2150
37328,2197,2456
37329,2333,2383
37330,2261,2298
37331,2026,2303
37332,2277,2292
37333,2219,2307
37334,2316,2147
37335,2207,2423
37336,2375,2339
37337,2312,2246
37338,2306,2340
37339,2231,1991
37340,2130,1998
37341,2362,2227
37342,2334,2465
37343,2519,2495
37344,2356,2384
37345,2399,2327
37346,2280,2081
37347,2164,2178
37348,2304,2427
37349,2225,2451
37350,2152,2182
37351,2245,2294
37352,2244,2400
37353,2431,2229
37354,2017,2166
37355,2412,2063
37356,1994,2083
37357,2277,2094
37358,2153,2014
37359,2375,2319
37360,2312,1982
37361,2129,2360
37362,2070,2407
37363,2427,2439
37364,2324,2165
37365,2263,2258
37366,2358,2377
37367,2159,2207
37368,2057,2339
37369,2511,2429
37370,2421,2162
37371,2163,2185
37372,2169,2182
37373,2423,2365
37374,2339,2443
37375,2285,2036
37376,2187,1999
37377,2377,2133
37378,2075,2164
37379,2328,2426
37380,2377,2406
37381,2015,2386
37382,2141,2322
37383,2388,2148
37384,2292,2162
37385,2228,2034
37386,2465,2281
37387,2219,2488
37388,2280,2300
37389,2358,2377
37390,2315,2259
37391,2235,2323
37392,2374,2085
37393,2283,2363
37394,2061,1944
37395,2283,2011
37396,1936,2281
37397,2199,2347
37398,2074,2042
37399,2442,2363
37400,2306,2295
37401,2406,2254
37402,1894,2067
37403,2083,2082
37404,2248,1942
37405,2322,2109
37406,2397,2485
37407,2147,2199
37408,2366,2297
37409,2323,2447
37410,2207,2361
37411,2126,2406
37412,2466,2232
37413,2293,1944
37414,2201,2391
37415,2158,2066
37416,2351,2361
37417,2297,2297
37418,2278,2084
37419,2342,2428
37420,2453,2262
37421,2282,2238
37422,2150,2208
37423,2187,2244
37424,2321,2304
37425,2347,2070
37426,2375,2239
37427,2344,2178
37428,2038,2269
37429,1941,2273
37430,2303,2140
37431,2236,2029
37432,2292,2438
37433,2311,2114
37434,1957,2176
37435,2316,2300
37436,2440,2460
37437,2203,1945
37438,2221,2251
37439,2298,2270
37440,2224,2180
37441,2202,2449
37442,2115,2165
37443,2539,2578
37444,2467,2235
37445,2155,2311
37446,2194,2091
37447,2065,2199
37448,2325,2318
37449,2123,2322
37450,2234,2180
37451,2163,2206
37452,2424,2467
37453,2330,2192
37454,2323,2014
37455,2224,2288
37456,2176,2404
37457,2295,2205
37458,2255,2433
37459,2148,1812
37460,2128,2230
37461,2168,2160
37462,2409,2238
37463,2305,2240
37464,2291,2108
37465,2288,2360
37466,2489,2337
37467,2173,2329
37468,2319,2371
37469,2286,2096
37470,2350,1993
37471,2134,2199
37472,2514,2193
37473,2327,2196
37474,2552,2366
37475,2452,2438
37476,1982,2216
37477,2229,2268
37478,2038,2217
37479,2301,2343
37480,2401,2304
37481,2287,2337
37482,1908,1924
37483,2164,2265
37484,2437,2374
37485,2194,2284
37486,2323,2012
37487,2232,2473
37488,2243,2356
37489,2300,2389
37490,2227,2444
37491,2271,2330
37492,2100,1960
37493,2064,2254
37494,2201,2166
37495,2262,2306
37496,2268,2163
37497,2451,2129
37498,2044,2087
37499,2124,2237
37500,2217,2215
37501,2156,2352
37502,2220,2258
37503,2172,2067
37504,2386,2179
37505,2168,2235
37506,2314,2155
37507,2054,2030
37508,2003,2226
37509,2244,2345
37510,1962,2072
37511,2115,1896
37512,2134,2020
37513,2426,2268
37514,2311,2321
37515,2251,2391
37516,2211,2181
37517,2175,2137
37518,2254,2408
37519,2292,2336
37520,2399,2181
37521,2129,2336
37522,2459,2363
37523,1959,2350
37524,2062,2197
37525,2568,2453
37526,2371,2513
37527,2033,1914
37528,2090,2309
37529,2269,2389
37530,2166,2302
37531,2332,2216
37532,2170,2426
37533,2084,2281
37534,2412,2211
37535,2042,1917
37536,2192,2234
37537,2121,2305
37538,2358,2416
37539,2343,2449
37540,2159,2249
37541,2371,2434
37542,2369,2163
37543,2397,2303
37544,2485,2301
37545,2390,2285
37546,2297,2336
37547,2167,2238
37548,2193,2392
37549,2044,2026
37550,1951,2278
37551,2345,2082
37552,2374,2337
37553,2194,2443
37554,2318,2056
37555,2225,2087
37556,2261,2116
37557,1984,2304
37558,2382,2338
37559,2209,2057
37560,2131,2282
37561,2115,2260
37562,2300,2198
37563,2481,2333
37564,2205,2068
37565,2231,2380
37566,2311,2233
37567,2007,2147
37568,2361,2244
37569,2324,2367
37570,2435,2141
37571,2338,2280
37572,2371,2222
37573,1967,2299
37574,2435,2496
37575,2232,2336
37576,2484,2486
37577,2260,2032
37578,2156,1933
37579,2284,2093
37580,1958,2173
37581,2151,2138
37582,2125,2312
37583,2252,2353
37584,1990,2077
37585,2345,2350
37586,1923,2079
37587,2179,2198
37588,2272,2295
37589,2206,2216
37590,2345,2166
37591,1957,1991
37592,1900,2184
37593,2217,2298
37594,2075,2318
37595,2334,2323
37596,2332,2155
37597,2221,2327
37598,2167,2211
37599,2198,2325
37600,2044,2311
37601,2356,2224
37602,2262,2210
37603,2212,2154
37604,2360,2285
37605,2522,2195
37606,2397,2199
37607,2124,2438
37608,2233,2415
37609,2420,2387
37610,2179,2327
37611,2328,2096
37612,2408,2441
37613,2475,2438
37614,2082,1902
37615,2298,2428
37616,2316,2020
37617,2334,2328
37618,2294,2201
37619,2416,2357
37620,2095,2007
37621,2267,2348
37622,2386,2445
37623,2178,2197
37624,2085,2370
37625,2074,2340
37626,2267,2120
37627,2220,1950
37628,2073,2315
37629,2402,2291
37630,2058,2065
37631,2267,2393
37632,2208,2257
37633,2248,2253
37634,2360,2436
37635,2364,2359
37636,2025,1900
37637,2331,2188
37638,2212,2296
37639,2369,2342
37640,2349,2209
37641,2289,2144
37642,2052,2020
37643,2345,2399
37644,2067,2228
37645,2018,2240
37646,2276,2291
37647,2144,2239
37648,2217,2107
37649,2248,2232
37650,2339,2326
37651,2028,1997
37652,2364,2289
37653,2239,2119
37654,2191,2088
37655,2421,2463
37656,1927,2287
37657,2392,2433
37658,2424,2353
37659,2370,2482
37660,2374,2159
37661,2205,2267
37662,2133,2379
37663,2075,1868
37664,2103,2324
37665,2165,1969
37666,2049,2167
37667,2268,1936
37668,2219,2264
37669,2340,2220
37670,2258,2422
37671,2402,2168
37672,1920,2354
37673,2228,2244
37674,2259,2288
37675,2288,2079
37676,2259,2275
37677,2171,2155
37678,2306,1968
37679,2109,2426
37680,2257,2222
37681,2209,2127
37682,2281,2309
37683,2166,2171
37684,2063,1950
37685,2064,2126
37686,2193,2317
37687,1948,2172
37688,2351,2339
37689,2215,2287
37690,2172,2374
37691,2247,2196
37692,2257,2467
37693,2244,2423
37694,2501,2342
37695,1873,1953
37696,2356,2374
37697,2352,2550
37698,2134,2296
37699,2334,2208
37700,2267,2306
37701,2285,2233
37702,2495,2199
37703,2110,2311
37704,2321,2094
37705,2031,2127
37706,2353,2386
37707,2385,2308
37708,2402,2497
37709,2195,2273
37710,2355,2416
37711,2371,2273
37712,2208,2177
37713,2192,2301
37714,2370,2378
37715,1843,1972
37716,2199,2050
37717,2260,2221
37718,2176,2389
37719,2511,2532
37720,2247,2378
37721,1846,1986
37722,2111,2067
37723,2308,2336
37724,1743,2168
37725,2411,2418
37726,2230,2446
37727,2382,2333
37728,2148,2309
37729,2398,2186
37730,2024,2175
37731,2258,2181
37732,1968,2195
37733,2346,2338
37734,2340,2193
37735,2190,2268
37736,2467,2127
37737,2487,2530
37738,2209,2250
37739,2262,2278
37740,2172,2425
37741,2266,2131
37742,2272,2321
37743,2226,2284
37744,2279,2269
37745,2303,2173
37746,2350,2415
37747,2443,2435
37748,2491,2317
37749,2060,2307
37750,2244,2374
37751,2007,2306
37752,2346,2104
37753,2119,2098
37754,2392,2361
37755,2217,2149
37756,2413,2285
37757,2471,2327
37758,2362,2392
37759,2055,2164
37760,2405,2455
37761,2422,2363
37762,2186,2074
37763,2331,2297
37764,2278,2277
37765,2566,2393
37766,2242,2175
37767,2431,2491
37768,2304,2082
37769,2292,2194
37770,2385,2484
37771,2125,2303
37772,2144,2373
37773,2446,2565
37774,2309,2327
37775,2145,2234
37776,2260,2335
37777,2124,2218
37778,2234,2302
37779,2349,2057
37780,1884,2105
37781,2186,2188
37782,2452,2227
37783,2217,2348
37784,2306,2036
37785,2049,2346
37786,2139,2290
37787,2195,2011
37788,2157,2383
37789,2165,2276
37790,2128,2191
37791,2232,2332
37792,2393,2239
37793,2217,2191
37794,2472,2152
37795,2207,2280
37796,2257,2253
37797,2241,2238
37798,2175,2126
37799,2333,2250
37800,2205,2357
37801,2322,2141
37802,2184,2273
37803,2170,2216
37804,2118,2360
37805,2084,2282
37806,2270,2375
37807,2215,2555
37808,2320,2143
37809,2153,2377
37810,1932,1864
37811,2303,2325
37812,2523,2521
37813,2453,2305
37814,2208,2297
37815,2203,2251
37816,2400,2007
37817,2284,2277
37818,2144,2111
37819,2442,2117
37820,2305,2058
37821,2180,2050
37822,2268,2293
37823,2292,2120
37824,2417,2218
37825,2270,2229
37826,2103,2269
37827,2028,2110
37828,2202,2205
37829,1936,2292
37830,2254,2395
37831,2077,2260
37832,2369,2435
37833,2470,2397
37834,2341,2481
37835,2307,2434
37836,2453,2118
37837,2426,2261
37838,2133,2157
37839,2200,2320
37840,2429,2470
37841,2054,2279
37842,2013,2237
37843,2167,2262
37844,2232,2446
37845,2201,2028
37846,2126,2120
37847,2238,2390
37848,2332,2244
37849,2287,2282
37850,2079,2127
37851,2060,2230
37852,2413,2520
37853,2356,2387
37854,2123,2424
37855,2335,2114
37856,2378,2183
37857,2410,2183
37858,2199,2079
37859,2449,2217
37860,2344,2240
37861,2252,2101
37862,2249,2296
37863,2188,2249
37864,2272,2455
37865,2153,2373
37866,2180,2016
37867,2224,1743
37868,2199,2357
37869,2301,2418
37870,2389,2204
37871,2170,2105
37872,2426,2371
37873,2297,2307
37874,2347,2099
37875,1960,1714
37876,2164,2191
37877,2002,1870
37878,2089,2130
37879,2148,2139
37880,2260,2466
37881,2354,2331
37882,2452,2468
37883,2352,2398
37884,2395,2177
37885,2392,2277
37886,2338,2337
37887,2460,2385
37888,2104,2109
37889,2267,2173
37890,2248,2241
37891,2099,2272
37892,2132,2158
37893,2171,2205
37894,2404,2386
37895,2158,2367
37896,2146,2134
37897,2154,2502
37898,2376,2384
37899,2199,2335
37900,2242,2370
37901,2129,1776
37902,2472,2223
37903,2212,2212
37904,2359,2386
37905,2305,2121
37906,2044,2035
37907,2374,2161
37908,2075,2145
37909,2105,2056
37910,2179,2187
37911,2318,2236
37912,2341,2144
37913,2139,2383
37914,1957,2129
37915,2302,2307
37916,2395,2166
37917,2366,2412
37918,2251,2389
37919,2357,2261
37920,2069,2375
37921,2037,2465
37922,2231,2147
37923,2033,2063
37924,2307,2464
37925,2395,2177
37926,1979,2367
37927,2207,2275
37928,2356,2479
37929,2443,2284
37930,2324,2345
37931,2357,2283
37932,2434,2435
37933,2317,2286
37934,2250,2195
37935,2229,2020
37936,1986,2375
37937,2165,2269
37938,2249,2203
37939,2224,2314
37940,2309,2387
37941,2236,1991
37942,2301,2415
37943,2051,2224
37944,2237,2211
37945,2285,2094
37946,2398,2515
37947,2355,1953
37948,2247,2165
37949,2334,2309
37950,2244,2094
37951,1977,2091
37952,2205,2393
37953,2037,2427
37954,2112,2327
37955,2089,2328
37956,2132,2320
37957,2045,1850
37958,2318,2476
37959,2213,2072
37960,2215,2234
37961,2243,2234
37962,2108,2262
37963,2345,2159
37964,1861,2180
37965,2168,1873
37966,2389,2210
37967,2318,2305
37968,2304,2437
37969,2307,2342
37970,2264,2172
37971,2346,1959
37972,2425,2297
37973,2312,2374
37974,2483,2429
37975,2161,2213
37976,2400,2310
37977,2137,2370
37978,2194,2063
37979,2488,2327
37980,2202,1912
37981,2315,2483
37982,2318,2222
37983,2574,2409
37984,1965,2086
37985,2199,2288
37986,2067,2260
37987,2254,2360
37988,1987,2303
37989,2036,2207
37990,2192,2008
37991,2239,2194
37992,2422,2379
37993,2374,2202
37994,2290,2222
37995,2250,2397
37996,2313,2401
37997,2146,2371
37998,2274,2307
37999,2411,2497
38000,2079,2321
38001,2275,2315
38002,2229,2291
38003,2282,2206
38004,2297,1989
38005,2311,1947
38006,2327,2272
38007,2293,2242
38008,2464,2471
38009,2261,1914
38010,2119,2282
38011,2123,1990
38012,1967,2166
38013,2298,2456
38014,2128,2148
38015,2038,2286
38016,2151,2356
38017,2329,2095
38018,2405,2130
38019,1879,2183
38020,2228,2224
38021,2133,2275
38022,2223,2266
38023,2410,2142
38024,2322,2106
38025,2280,2252
38026,2240,2337
38027,2200,2152
38028,2288,2285
38029,2370,2434
38030,2009,2244
38031,2449,2265
38032,2210,2341
38033,2315,2313
38034,2430,2005
38035,2383,2460
38036,2063,2276
38037,2247,2366
38038,2089,2252
38039,2358,2124
38040,2180,2033
38041,2289,2383
38042,2278,2345
38043,2137,2328
38044,2309,2235
38045,2039,2303
38046,2268,2150
38047,2455,2206
38048,2233,2184
38049,2135,1999
38050,2360,2445
38051,2376,2180
38052,2404,2276
38053,2180,2224
38054,2354,2329
38055,2220,2427
38056,2043,2271
38057,2355,2443
38058,2378,2260
38059,2316,2202
38060,2114,2231
38061,2339,2489
38062,2088,2313
38063,2153,2394
38064,2393,2399
38065,2117,2156
38066,2255,2454
38067,2317,2486
38068,2442,2156
38069,2274,2298
38070,2399,2140
38071,2196,2245
38072,2176,2134
38073,1817,2139
38074,2146,2164
38075,2288,2370
38076,2440,2330
38077,2363,2267
38078,2286,2238
38079,2396,2334
38080,2516,2248
38081,2497,2290
38082,2029,2070
38083,2383,2268
38084,2354,2255
38085,2444,2346
38086,2345,2240
38087,2417,2197
38088,2249,2268
38089,2165,2235
38090,2138,2380
38091,1904,2142
38092,2078,2168
38093,2301,2252
38094,2352,2131
38095,2351,2433
38096,2050,2304
38097,2045,2235
38098,2198,2257
38099,2310,2255
38100,2378,2279
38101,2175,2374
38102,2308,2447
38103,2348,2456
38104,2268,2232
38105,2294,2184
38106,2074,2291
38107,2112,2319
38108,2317,2258
38109,2219,2311
38110,2088,2251
38111,2287,2260
38112,2420,2325
38113,2141,2023
38114,2110,2211
38115,2200,2239
38116,2161,2327
38117,2356,2284
38118,2130,1825
38119,2391,2253
38120,2052,2124
38121,2397,2261
38122,2346,2230
38123,1903,2168
38124,2348,2218
38125,2309,2110
38126,2520,2297
38127,2377,2477
38128,2086,2244
38129,2283,2382
38130,2311,2368
38131,2373,2320
38132,2202,2395
38133,2176,2216
38134,1864,2103
38135,2228,2371
38136,2319,2364
38137,1991,1846
38138,1976,2367
38139,2328,2027
38140,2085,2239
38141,2233,2307
38142,2353,2501
38143,2347,2247
38144,1944,2116
38145,2232,2480
38146,2256,2040
38147,2305,2382
38148,2393,2389
38149,2290,2187
38150,2061,2284
38151,1987,2191
38152,2241,2148
38153,2311,2199
38154,2348,2134
38155,2276,2194
38156,2311,2333
38157,2086,2219
38158,2260,2339
38159,2222,2038
38160,2169,2020
38161,2342,2113
38162,2164,1859
38163,2269,2152
38164,2210,2228
38165,2478,2294
38166,2245,2220
38167,2387,2151
38168,2245,2010
38169,2045,2363
38170,2308,2259
38171,2090,2366
38172,2182,2384
38173,2273,2175
38174,2382,2385
38175,2213,2273
38176,2162,2123
38177,2271,2263
38178,2257,2515
38179,2306,2211
38180,1959,2322
38181,2179,2068
38182,2008,2089
38183,2202,2317
38184,2454,2314
38185,2210,2150
38186,2100,2123
38187,2199,2170
38188,2527,2520
38189,2219,2205
38190,2266,2262
38191,2468,2376
38192,2267,2074
38193,2281,2127
38194,2250,1973
38195,2216,2087
38196,2241,2216
38197,2320,2180
38198,2370,2272
38199,2338,2115
38200,2358,2165
38201,2331,2042
38202,2446,2308
38203,2314,2155
38204,2372,2145
38205,2210,2434
38206,2341,2058
38207,2317,2486
38208,2150,2022
38209,2059,2323
38210,2242,2084
38211,2512,2333
38212,2172,1940
38213,2000,2405
38214,2140,2338
38215,2080,2244
38216,2217,2438
38217,2305,2077
38218,2431,1969
38219,2495,2277
38220,2522,2214
38221,2362,2315
38222,2136,2400
38223,2144,2337
38224,2254,2332
38225,1959,2268
38226,2286,2176
38227,2118,2296
38228,2280,2324
38229,2111,2308
38230,2298,2177
38231,2209,2023
38232,2139,2249
38233,2301,2499
38234,2136,2174
38235,2294,2363
38236,2108,1881
38237,2296,2341
38238,2248,2148
38239,2308,2194
38240,2373,2242
38241,2101,2344
38242,2133,2097
38243,2231,2428
38244,2041,2156
38245,2205,2032
38246,2334,2381
38247,2266,2283
38248,2133,2292
38249,2184,2460
38250,2061,2276
38251,2102,2186
38252,2419,2126
38253,2234,2295
38254,2209,2205
38255,2187,2103
38256,2163,2315
38257,2077,2057
38258,2051,2179
38259,2229,2495
38260,2391,2385
38261,2377,2421
38262,2398,2401
38263,2253,2367
38264,2331,2391
38265,2437,2339
38266,2117,2302
38267,2382,2263
38268,2286,2101
38269,2294,2348
38270,2304,2209
38271,2259,2432
38272,2228,2278
38273,2280,2274
38274,2248,2383
38275,2476,2253
38276,2378,2100
38277,2088,2070
38278,2100,2289
38279,2206,2241
38280,2319,2548
38281,2413,2380
38282,2202,2261
38283,2303,2273
38284,2410,2483
38285,2302,2391
38286,2116,2339
38287,2274,2254
38288,2075,1991
38289,2315,2274
38290,2108,2253
38291,2305,2035
38292,2134,2426
38293,2176,2199
38294,2351,2420
38295,2208,2277
38296,2275,2116
38297,2094,2304
38298,2153,2322
38299,2063,2164
38300,2324,2139
38301,2322,2240
38302,2349,2128
38303,2113,2076
38304,2438,2404
38305,2314,2322
38306,2187,2361
38307,2330,2441
38308,2368,2212
38309,2214,2319
38310,2358,2330
38311,2277,2555
38312,2405,2282
38313,2383,2355
38314,2316,2133
38315,2198,2248
38316,2290,2378
38317,2275,2402
38318,2200,2286
38319,2337,2289
38320,2309,2271
38321,2443,2307
38322,2046,2324
38323,2305,2148
38324,2299,2320
38325,2319,2279
38326,2105,2282
